0,1,2
"{'label': 'Negative', 'score': 0.826858401298523}","{'label': 'Neutral', 'score': 0.17313091456890106}","{'label': 'Positive', 'score': 1.0710667993407696e-05}"
"{'label': 'Neutral', 'score': 0.9897257685661316}","{'label': 'Negative', 'score': 0.0102725550532341}","{'label': 'Positive', 'score': 1.6665558177919593e-06}"
"{'label': 'Negative', 'score': 0.9999047517776489}","{'label': 'Neutral', 'score': 9.412029612576589e-05}","{'label': 'Positive', 'score': 1.149404624811723e-06}"
"{'label': 'Neutral', 'score': 0.9905215501785278}","{'label': 'Negative', 'score': 0.009466497227549553}","{'label': 'Positive', 'score': 1.19747801363701e-05}"
"{'label': 'Positive', 'score': 0.9999935626983643}","{'label': 'Negative', 'score': 6.231865427253069e-06}","{'label': 'Neutral', 'score': 2.3901716872387624e-07}"
"{'label': 'Neutral', 'score': 0.9855523705482483}","{'label': 'Negative', 'score': 0.014443764463067055}","{'label': 'Positive', 'score': 3.905134690285195e-06}"
"{'label': 'Negative', 'score': 0.9455438852310181}","{'label': 'Neutral', 'score': 0.05445124953985214}","{'label': 'Positive', 'score': 4.862813057116e-06}"
"{'label': 'Neutral', 'score': 0.9495675563812256}","{'label': 'Negative', 'score': 0.05041119456291199}","{'label': 'Positive', 'score': 2.1282163288560696e-05}"
"{'label': 'Neutral', 'score': 0.9999911785125732}","{'label': 'Negative', 'score': 4.9831510295916814e-06}","{'label': 'Positive', 'score': 3.7697143397963373e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 5.939942315791313e-09}","{'label': 'Negative', 'score': 5.7569691236381004e-09}"
"{'label': 'Positive', 'score': 0.9989387392997742}","{'label': 'Neutral', 'score': 0.0010391335235908628}","{'label': 'Negative', 'score': 2.215818312834017e-05}"
"{'label': 'Negative', 'score': 0.9754126071929932}","{'label': 'Neutral', 'score': 0.024579500779509544}","{'label': 'Positive', 'score': 7.837281373213045e-06}"
"{'label': 'Neutral', 'score': 0.8096170425415039}","{'label': 'Negative', 'score': 0.19035865366458893}","{'label': 'Positive', 'score': 2.429638698231429e-05}"
"{'label': 'Neutral', 'score': 0.9852437973022461}","{'label': 'Negative', 'score': 0.014754350297152996}","{'label': 'Positive', 'score': 1.8915494592874893e-06}"
"{'label': 'Negative', 'score': 0.9998049139976501}","{'label': 'Positive', 'score': 0.00010724764433689415}","{'label': 'Neutral', 'score': 8.789652201812714e-05}"
"{'label': 'Negative', 'score': 0.9986209869384766}","{'label': 'Positive', 'score': 0.0013366019120439887}","{'label': 'Neutral', 'score': 4.2410472815390676e-05}"
"{'label': 'Neutral', 'score': 0.9442921280860901}","{'label': 'Negative', 'score': 0.05569741874933243}","{'label': 'Positive', 'score': 1.0420991202408914e-05}"
"{'label': 'Negative', 'score': 0.9998751878738403}","{'label': 'Neutral', 'score': 0.00012185567175038159}","{'label': 'Positive', 'score': 2.924701902884408e-06}"
"{'label': 'Positive', 'score': 0.9997768998146057}","{'label': 'Neutral', 'score': 0.000213094157516025}","{'label': 'Negative', 'score': 1.0033887519966811e-05}"
"{'label': 'Negative', 'score': 0.8682135343551636}","{'label': 'Neutral', 'score': 0.12799429893493652}","{'label': 'Positive', 'score': 0.003792187897488475}"
"{'label': 'Negative', 'score': 0.9989675283432007}","{'label': 'Neutral', 'score': 0.001015258370898664}","{'label': 'Positive', 'score': 1.7242140529560857e-05}"
"{'label': 'Negative', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 3.1758659702063596e-07}","{'label': 'Positive', 'score': 1.8949498326037428e-07}"
"{'label': 'Neutral', 'score': 0.834410548210144}","{'label': 'Positive', 'score': 0.1654108464717865}","{'label': 'Negative', 'score': 0.00017863661923911422}"
"{'label': 'Negative', 'score': 0.9996955394744873}","{'label': 'Positive', 'score': 0.00022276234813034534}","{'label': 'Neutral', 'score': 8.177223935490474e-05}"
"{'label': 'Neutral', 'score': 0.8894762396812439}","{'label': 'Positive', 'score': 0.07214856892824173}","{'label': 'Negative', 'score': 0.03837509825825691}"
"{'label': 'Negative', 'score': 0.9994370341300964}","{'label': 'Neutral', 'score': 0.0005400313530117273}","{'label': 'Positive', 'score': 2.2888956664246507e-05}"
"{'label': 'Positive', 'score': 0.9999978542327881}","{'label': 'Neutral', 'score': 2.045233259195811e-06}","{'label': 'Negative', 'score': 1.0391693194833351e-07}"
"{'label': 'Neutral', 'score': 0.9999845027923584}","{'label': 'Negative', 'score': 9.247880370821804e-06}","{'label': 'Positive', 'score': 6.220669547474245e-06}"
"{'label': 'Positive', 'score': 0.9999996423721313}","{'label': 'Neutral', 'score': 1.894866841212206e-07}","{'label': 'Negative', 'score': 1.0485727131026579e-07}"
"{'label': 'Positive', 'score': 0.9999822378158569}","{'label': 'Negative', 'score': 1.7255950297112577e-05}","{'label': 'Neutral', 'score': 4.846151000492682e-07}"
"{'label': 'Positive', 'score': 0.9999909400939941}","{'label': 'Neutral', 'score': 6.806885266996687e-06}","{'label': 'Negative', 'score': 2.319575742149027e-06}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 1.0597864985584238e-07}","{'label': 'Negative', 'score': 2.7729623042205276e-08}"
"{'label': 'Neutral', 'score': 0.9999938011169434}","{'label': 'Negative', 'score': 5.684340067091398e-06}","{'label': 'Positive', 'score': 4.3747189693021937e-07}"
"{'label': 'Positive', 'score': 0.505340576171875}","{'label': 'Negative', 'score': 0.49270644783973694}","{'label': 'Neutral', 'score': 0.0019530403660610318}"
"{'label': 'Neutral', 'score': 0.9999979734420776}","{'label': 'Negative', 'score': 1.8744793806035887e-06}","{'label': 'Positive', 'score': 9.174399195899241e-08}"
"{'label': 'Neutral', 'score': 0.9274329543113708}","{'label': 'Negative', 'score': 0.03985488787293434}","{'label': 'Positive', 'score': 0.032712213695049286}"
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Neutral', 'score': 2.6550495135779784e-07}","{'label': 'Negative', 'score': 5.1975561632389145e-09}"
"{'label': 'Positive', 'score': 0.9976789355278015}","{'label': 'Neutral', 'score': 0.0022167160641402006}","{'label': 'Negative', 'score': 0.0001044168311636895}"
"{'label': 'Neutral', 'score': 0.997283935546875}","{'label': 'Negative', 'score': 0.002424615668132901}","{'label': 'Positive', 'score': 0.00029132943018339574}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.4953438426678076e-08}","{'label': 'Negative', 'score': 1.831030793653099e-08}"
"{'label': 'Negative', 'score': 0.9999688863754272}","{'label': 'Neutral', 'score': 2.401541314611677e-05}","{'label': 'Positive', 'score': 7.149163593567209e-06}"
"{'label': 'Neutral', 'score': 0.9988880753517151}","{'label': 'Negative', 'score': 0.0011108174221590161}","{'label': 'Positive', 'score': 1.044093664859247e-06}"
"{'label': 'Neutral', 'score': 0.9999674558639526}","{'label': 'Positive', 'score': 1.908529520733282e-05}","{'label': 'Negative', 'score': 1.3527874216379132e-05}"
"{'label': 'Neutral', 'score': 0.9648226499557495}","{'label': 'Negative', 'score': 0.03508005663752556}","{'label': 'Positive', 'score': 9.729481098474935e-05}"
"{'label': 'Positive', 'score': 0.9873299598693848}","{'label': 'Neutral', 'score': 0.012577187269926071}","{'label': 'Negative', 'score': 9.284768748329952e-05}"
"{'label': 'Neutral', 'score': 0.9961554408073425}","{'label': 'Negative', 'score': 0.0038396401796489954}","{'label': 'Positive', 'score': 4.854519374930533e-06}"
"{'label': 'Positive', 'score': 0.9596365094184875}","{'label': 'Neutral', 'score': 0.04034987837076187}","{'label': 'Negative', 'score': 1.362643433822086e-05}"
"{'label': 'Positive', 'score': 0.9999915361404419}","{'label': 'Neutral', 'score': 8.442018952337094e-06}","{'label': 'Negative', 'score': 4.8482224457302436e-08}"
"{'label': 'Neutral', 'score': 0.9805866479873657}","{'label': 'Negative', 'score': 0.019194195047020912}","{'label': 'Positive', 'score': 0.00021913180535193533}"
"{'label': 'Negative', 'score': 0.9663931727409363}","{'label': 'Neutral', 'score': 0.03351450338959694}","{'label': 'Positive', 'score': 9.224782115779817e-05}"
"{'label': 'Neutral', 'score': 0.8952026963233948}","{'label': 'Negative', 'score': 0.10475191473960876}","{'label': 'Positive', 'score': 4.5333268644753844e-05}"
"{'label': 'Neutral', 'score': 0.9994683861732483}","{'label': 'Negative', 'score': 0.00034483877243474126}","{'label': 'Positive', 'score': 0.00018678756896406412}"
"{'label': 'Positive', 'score': 0.9899182915687561}","{'label': 'Neutral', 'score': 0.010019080713391304}","{'label': 'Negative', 'score': 6.267334538279101e-05}"
"{'label': 'Neutral', 'score': 0.9999938011169434}","{'label': 'Negative', 'score': 5.684340067091398e-06}","{'label': 'Positive', 'score': 4.3747189693021937e-07}"
"{'label': 'Negative', 'score': 0.9976195693016052}","{'label': 'Neutral', 'score': 0.0018848002655431628}","{'label': 'Positive', 'score': 0.0004955962649546564}"
"{'label': 'Negative', 'score': 0.7293793559074402}","{'label': 'Neutral', 'score': 0.270291805267334}","{'label': 'Positive', 'score': 0.00032880736398510635}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 5.405573322292412e-09}","{'label': 'Neutral', 'score': 1.0262667382576751e-09}"
"{'label': 'Neutral', 'score': 0.9555844068527222}","{'label': 'Positive', 'score': 0.04134627431631088}","{'label': 'Negative', 'score': 0.0030692743603140116}"
"{'label': 'Negative', 'score': 0.9999996423721313}","{'label': 'Positive', 'score': 1.8473201635060832e-07}","{'label': 'Neutral', 'score': 1.1795830090477466e-07}"
"{'label': 'Neutral', 'score': 0.9875338077545166}","{'label': 'Negative', 'score': 0.010037357918918133}","{'label': 'Positive', 'score': 0.0024289111606776714}"
"{'label': 'Neutral', 'score': 0.9994533658027649}","{'label': 'Negative', 'score': 0.00045899933320470154}","{'label': 'Positive', 'score': 8.764685480855405e-05}"
"{'label': 'Neutral', 'score': 0.9989354014396667}","{'label': 'Negative', 'score': 0.001063392497599125}","{'label': 'Positive', 'score': 1.2137735438955133e-06}"
"{'label': 'Neutral', 'score': 0.9999979734420776}","{'label': 'Negative', 'score': 1.9368796984053915e-06}","{'label': 'Positive', 'score': 1.6008786474230874e-07}"
"{'label': 'Neutral', 'score': 0.6897487044334412}","{'label': 'Negative', 'score': 0.30681708455085754}","{'label': 'Positive', 'score': 0.0034341595601290464}"
"{'label': 'Neutral', 'score': 0.9999983310699463}","{'label': 'Negative', 'score': 1.4938572121536708e-06}","{'label': 'Positive', 'score': 8.307991805622805e-08}"
"{'label': 'Neutral', 'score': 0.9884167313575745}","{'label': 'Negative', 'score': 0.011517568491399288}","{'label': 'Positive', 'score': 6.568927346961573e-05}"
"{'label': 'Negative', 'score': 0.9999237060546875}","{'label': 'Neutral', 'score': 5.7932102208724245e-05}","{'label': 'Positive', 'score': 1.8318460206501186e-05}"
"{'label': 'Positive', 'score': 0.993522584438324}","{'label': 'Neutral', 'score': 0.006463204976171255}","{'label': 'Negative', 'score': 1.4261897376854904e-05}"
"{'label': 'Neutral', 'score': 0.9999991655349731}","{'label': 'Negative', 'score': 8.810714007267961e-07}","{'label': 'Positive', 'score': 3.680700899622025e-08}"
"{'label': 'Positive', 'score': 0.9928690791130066}","{'label': 'Neutral', 'score': 0.007128427270799875}","{'label': 'Negative', 'score': 2.4435744307993446e-06}"
"{'label': 'Negative', 'score': 0.9766058921813965}","{'label': 'Neutral', 'score': 0.023382369428873062}","{'label': 'Positive', 'score': 1.179674654849805e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 9.88330572937457e-09}","{'label': 'Neutral', 'score': 7.117849420978928e-09}"
"{'label': 'Positive', 'score': 0.9936628341674805}","{'label': 'Neutral', 'score': 0.005966006312519312}","{'label': 'Negative', 'score': 0.00037106199306435883}"
"{'label': 'Negative', 'score': 0.9999934434890747}","{'label': 'Neutral', 'score': 4.957055352861062e-06}","{'label': 'Positive', 'score': 1.5895959677436622e-06}"
"{'label': 'Negative', 'score': 0.7597244381904602}","{'label': 'Neutral', 'score': 0.23943893611431122}","{'label': 'Positive', 'score': 0.0008366516558453441}"
"{'label': 'Positive', 'score': 0.859430730342865}","{'label': 'Negative', 'score': 0.0928616151213646}","{'label': 'Neutral', 'score': 0.047707632184028625}"
"{'label': 'Positive', 'score': 0.9675979614257812}","{'label': 'Neutral', 'score': 0.03240042179822922}","{'label': 'Negative', 'score': 1.6633903214824386e-06}"
"{'label': 'Negative', 'score': 0.9999997615814209}","{'label': 'Neutral', 'score': 1.877453286169839e-07}","{'label': 'Positive', 'score': 6.270792596296815e-08}"
"{'label': 'Negative', 'score': 0.922389030456543}","{'label': 'Neutral', 'score': 0.052952688187360764}","{'label': 'Positive', 'score': 0.0246583204716444}"
"{'label': 'Neutral', 'score': 0.9999940395355225}","{'label': 'Positive', 'score': 3.963014933106024e-06}","{'label': 'Negative', 'score': 2.0227207642165013e-06}"
"{'label': 'Neutral', 'score': 0.9916621446609497}","{'label': 'Positive', 'score': 0.008263480849564075}","{'label': 'Negative', 'score': 7.430322875734419e-05}"
"{'label': 'Neutral', 'score': 0.9999991655349731}","{'label': 'Negative', 'score': 4.538365487860574e-07}","{'label': 'Positive', 'score': 3.746446566310624e-07}"
"{'label': 'Negative', 'score': 0.9999767541885376}","{'label': 'Neutral', 'score': 1.4730145267094485e-05}","{'label': 'Positive', 'score': 8.533499567420222e-06}"
"{'label': 'Negative', 'score': 0.9998728036880493}","{'label': 'Neutral', 'score': 0.0001249161723535508}","{'label': 'Positive', 'score': 2.2633507796854246e-06}"
"{'label': 'Neutral', 'score': 0.7423356771469116}","{'label': 'Negative', 'score': 0.2576376795768738}","{'label': 'Positive', 'score': 2.66091574303573e-05}"
"{'label': 'Negative', 'score': 0.8905394077301025}","{'label': 'Neutral', 'score': 0.10930206626653671}","{'label': 'Positive', 'score': 0.00015853019431233406}"
"{'label': 'Neutral', 'score': 0.9999977350234985}","{'label': 'Negative', 'score': 2.2056024135963526e-06}","{'label': 'Positive', 'score': 2.843825797071986e-08}"
"{'label': 'Negative', 'score': 0.5388621091842651}","{'label': 'Neutral', 'score': 0.417154997587204}","{'label': 'Positive', 'score': 0.04398290067911148}"
"{'label': 'Neutral', 'score': 0.9982370138168335}","{'label': 'Positive', 'score': 0.0017622476443648338}","{'label': 'Negative', 'score': 7.059560971356404e-07}"
"{'label': 'Negative', 'score': 0.9999356269836426}","{'label': 'Neutral', 'score': 6.110169488238171e-05}","{'label': 'Positive', 'score': 3.3011231153068366e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 7.863413031827804e-09}","{'label': 'Neutral', 'score': 3.934420345075296e-09}"
"{'label': 'Neutral', 'score': 0.991200864315033}","{'label': 'Positive', 'score': 0.007657872047275305}","{'label': 'Negative', 'score': 0.001141312881372869}"
"{'label': 'Negative', 'score': 0.9995167255401611}","{'label': 'Neutral', 'score': 0.00024713558377698064}","{'label': 'Positive', 'score': 0.00023615601821802557}"
"{'label': 'Neutral', 'score': 0.9400562644004822}","{'label': 'Positive', 'score': 0.059912342578172684}","{'label': 'Negative', 'score': 3.141304478049278e-05}"
"{'label': 'Neutral', 'score': 0.999893069267273}","{'label': 'Positive', 'score': 8.824192627798766e-05}","{'label': 'Negative', 'score': 1.8748842194327153e-05}"
"{'label': 'Neutral', 'score': 0.9992403984069824}","{'label': 'Negative', 'score': 0.0005354097229428589}","{'label': 'Positive', 'score': 0.00022422436450142413}"
"{'label': 'Neutral', 'score': 0.9999927282333374}","{'label': 'Negative', 'score': 5.468353720061714e-06}","{'label': 'Positive', 'score': 1.7528569742353284e-06}"
"{'label': 'Positive', 'score': 0.9619789123535156}","{'label': 'Neutral', 'score': 0.03799811005592346}","{'label': 'Negative', 'score': 2.29634897550568e-05}"
"{'label': 'Negative', 'score': 0.976186990737915}","{'label': 'Neutral', 'score': 0.023626230657100677}","{'label': 'Positive', 'score': 0.0001868181861937046}"
"{'label': 'Positive', 'score': 0.9883813261985779}","{'label': 'Neutral', 'score': 0.011612328700721264}","{'label': 'Negative', 'score': 6.394990123226307e-06}"
"{'label': 'Neutral', 'score': 0.7980196475982666}","{'label': 'Negative', 'score': 0.20183785259723663}","{'label': 'Positive', 'score': 0.00014248992374632508}"
"{'label': 'Positive', 'score': 0.9788812398910522}","{'label': 'Neutral', 'score': 0.02108917199075222}","{'label': 'Negative', 'score': 2.9493883630493656e-05}"
"{'label': 'Negative', 'score': 0.9993498921394348}","{'label': 'Positive', 'score': 0.0006468046340160072}","{'label': 'Neutral', 'score': 3.306535290903412e-06}"
"{'label': 'Negative', 'score': 0.9999393224716187}","{'label': 'Positive', 'score': 3.818139884970151e-05}","{'label': 'Neutral', 'score': 2.2520172933582217e-05}"
"{'label': 'Neutral', 'score': 0.5834674835205078}","{'label': 'Negative', 'score': 0.4084475040435791}","{'label': 'Positive', 'score': 0.00808502547442913}"
"{'label': 'Positive', 'score': 0.8377294540405273}","{'label': 'Neutral', 'score': 0.16141833364963531}","{'label': 'Negative', 'score': 0.0008522284333594143}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.8644679961331576e-09}","{'label': 'Neutral', 'score': 9.104940135173933e-10}"
"{'label': 'Positive', 'score': 0.8405948877334595}","{'label': 'Neutral', 'score': 0.11569929867982864}","{'label': 'Negative', 'score': 0.04370589181780815}"
"{'label': 'Negative', 'score': 0.9952529668807983}","{'label': 'Positive', 'score': 0.004533756524324417}","{'label': 'Neutral', 'score': 0.00021332789037842304}"
"{'label': 'Positive', 'score': 0.9995515942573547}","{'label': 'Negative', 'score': 0.00029570827609859407}","{'label': 'Neutral', 'score': 0.00015267133130691946}"
"{'label': 'Positive', 'score': 0.9418829083442688}","{'label': 'Neutral', 'score': 0.0467287041246891}","{'label': 'Negative', 'score': 0.011388320475816727}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.022783445771893e-08}","{'label': 'Negative', 'score': 4.828816457802532e-09}"
"{'label': 'Positive', 'score': 0.9999986886978149}","{'label': 'Neutral', 'score': 1.1482579793664627e-06}","{'label': 'Negative', 'score': 9.959389046798606e-08}"
"{'label': 'Neutral', 'score': 0.9964093565940857}","{'label': 'Negative', 'score': 0.0035337856970727444}","{'label': 'Positive', 'score': 5.6954922911245376e-05}"
"{'label': 'Neutral', 'score': 0.9996362924575806}","{'label': 'Negative', 'score': 0.00018448458286002278}","{'label': 'Positive', 'score': 0.00017919146921485662}"
"{'label': 'Negative', 'score': 0.6459119319915771}","{'label': 'Neutral', 'score': 0.3537096381187439}","{'label': 'Positive', 'score': 0.0003784248256124556}"
"{'label': 'Negative', 'score': 0.9999352693557739}","{'label': 'Positive', 'score': 6.431578367482871e-05}","{'label': 'Neutral', 'score': 3.628594527071982e-07}"
"{'label': 'Negative', 'score': 0.8846324682235718}","{'label': 'Neutral', 'score': 0.11531831324100494}","{'label': 'Positive', 'score': 4.920331411994994e-05}"
"{'label': 'Neutral', 'score': 0.9991794228553772}","{'label': 'Positive', 'score': 0.0008154150564223528}","{'label': 'Negative', 'score': 5.072145995654864e-06}"
"{'label': 'Positive', 'score': 0.9999663829803467}","{'label': 'Neutral', 'score': 3.264038605266251e-05}","{'label': 'Negative', 'score': 9.888848353512003e-07}"
"{'label': 'Neutral', 'score': 0.9999984502792358}","{'label': 'Negative', 'score': 1.1865107580888434e-06}","{'label': 'Positive', 'score': 4.0200913531407423e-07}"
"{'label': 'Positive', 'score': 0.9999996423721313}","{'label': 'Negative', 'score': 1.848241737434364e-07}","{'label': 'Neutral', 'score': 1.4163246930820605e-07}"
"{'label': 'Positive', 'score': 0.9949684739112854}","{'label': 'Neutral', 'score': 0.00503123551607132}","{'label': 'Negative', 'score': 3.7443950873239373e-07}"
"{'label': 'Neutral', 'score': 0.9979800581932068}","{'label': 'Negative', 'score': 0.002016064478084445}","{'label': 'Positive', 'score': 3.879705218423624e-06}"
"{'label': 'Positive', 'score': 0.9999979734420776}","{'label': 'Neutral', 'score': 2.078447778330883e-06}","{'label': 'Negative', 'score': 1.0143398121442715e-08}"
"{'label': 'Negative', 'score': 0.9995788931846619}","{'label': 'Positive', 'score': 0.0004132040776312351}","{'label': 'Neutral', 'score': 7.928578270366415e-06}"
"{'label': 'Negative', 'score': 0.999528169631958}","{'label': 'Positive', 'score': 0.0004587100993376225}","{'label': 'Neutral', 'score': 1.3171084901841823e-05}"
"{'label': 'Neutral', 'score': 0.9136273860931396}","{'label': 'Negative', 'score': 0.08636881411075592}","{'label': 'Positive', 'score': 3.800747435889207e-06}"
"{'label': 'Neutral', 'score': 0.999326229095459}","{'label': 'Negative', 'score': 0.0006709647714160383}","{'label': 'Positive', 'score': 2.916443918365985e-06}"
"{'label': 'Negative', 'score': 0.7730074524879456}","{'label': 'Neutral', 'score': 0.2269851118326187}","{'label': 'Positive', 'score': 7.413545517920284e-06}"
"{'label': 'Negative', 'score': 0.9999768733978271}","{'label': 'Positive', 'score': 1.7988590116146952e-05}","{'label': 'Neutral', 'score': 5.1232527766842395e-06}"
"{'label': 'Positive', 'score': 0.9918599724769592}","{'label': 'Neutral', 'score': 0.007727190852165222}","{'label': 'Negative', 'score': 0.0004128568107262254}"
"{'label': 'Neutral', 'score': 0.9990103244781494}","{'label': 'Negative', 'score': 0.0009819100378081203}","{'label': 'Positive', 'score': 7.711080797889736e-06}"
"{'label': 'Neutral', 'score': 0.9984046816825867}","{'label': 'Negative', 'score': 0.0012157525634393096}","{'label': 'Positive', 'score': 0.0003795265220105648}"
"{'label': 'Neutral', 'score': 0.9999986886978149}","{'label': 'Negative', 'score': 7.693894303884008e-07}","{'label': 'Positive', 'score': 6.167401807033457e-07}"
"{'label': 'Positive', 'score': 0.9929066896438599}","{'label': 'Neutral', 'score': 0.007073760963976383}","{'label': 'Negative', 'score': 1.954887920874171e-05}"
