0,1,2
"{'label': 'Neutral', 'score': 0.9999967813491821}","{'label': 'Negative', 'score': 3.160925643896917e-06}","{'label': 'Positive', 'score': 2.7583050510315843e-08}"
"{'label': 'Positive', 'score': 0.9999990463256836}","{'label': 'Negative', 'score': 9.383903716297937e-07}","{'label': 'Neutral', 'score': 4.611473869431393e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.363837576207061e-08}","{'label': 'Neutral', 'score': 4.219431026797338e-09}"
"{'label': 'Neutral', 'score': 0.9294472336769104}","{'label': 'Positive', 'score': 0.057339806109666824}","{'label': 'Negative', 'score': 0.013212992809712887}"
"{'label': 'Positive', 'score': 0.999998927116394}","{'label': 'Neutral', 'score': 1.120854676628369e-06}","{'label': 'Negative', 'score': 3.130838521769874e-08}"
"{'label': 'Neutral', 'score': 0.9619991779327393}","{'label': 'Positive', 'score': 0.028131650760769844}","{'label': 'Negative', 'score': 0.009869178757071495}"
"{'label': 'Positive', 'score': 0.9999219179153442}","{'label': 'Neutral', 'score': 7.583513797726482e-05}","{'label': 'Negative', 'score': 2.228291577921482e-06}"
"{'label': 'Positive', 'score': 0.9482253193855286}","{'label': 'Neutral', 'score': 0.050230756402015686}","{'label': 'Negative', 'score': 0.0015439309645444155}"
"{'label': 'Positive', 'score': 0.9999843835830688}","{'label': 'Negative', 'score': 1.2740839338221122e-05}","{'label': 'Neutral', 'score': 2.816581172737642e-06}"
"{'label': 'Positive', 'score': 0.9999548196792603}","{'label': 'Neutral', 'score': 3.2752544939285144e-05}","{'label': 'Negative', 'score': 1.242103553522611e-05}"
"{'label': 'Neutral', 'score': 0.9923850297927856}","{'label': 'Negative', 'score': 0.007202928885817528}","{'label': 'Positive', 'score': 0.00041208715992979705}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.895165580023672e-09}","{'label': 'Neutral', 'score': 5.129129898584495e-10}"
"{'label': 'Neutral', 'score': 0.9999995231628418}","{'label': 'Negative', 'score': 2.622355452785996e-07}","{'label': 'Positive', 'score': 2.5957075422411435e-07}"
"{'label': 'Neutral', 'score': 0.9825282692909241}","{'label': 'Negative', 'score': 0.017441758885979652}","{'label': 'Positive', 'score': 2.9966327929287218e-05}"
"{'label': 'Neutral', 'score': 0.9625378847122192}","{'label': 'Positive', 'score': 0.03730813041329384}","{'label': 'Negative', 'score': 0.00015402930148411542}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.5677071580076927e-09}","{'label': 'Neutral', 'score': 1.7450660916296101e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.4837900685904515e-08}","{'label': 'Neutral', 'score': 1.329867949095842e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 5.826764848393395e-09}","{'label': 'Negative', 'score': 5.073652165066278e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.884839561152376e-09}","{'label': 'Neutral', 'score': 6.082042092181439e-10}"
"{'label': 'Neutral', 'score': 0.9249395728111267}","{'label': 'Negative', 'score': 0.07483634352684021}","{'label': 'Positive', 'score': 0.00022401678143069148}"
"{'label': 'Neutral', 'score': 0.9999892711639404}","{'label': 'Positive', 'score': 6.295923867583042e-06}","{'label': 'Negative', 'score': 4.380383415991673e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.363837576207061e-08}","{'label': 'Neutral', 'score': 4.219431026797338e-09}"
"{'label': 'Positive', 'score': 0.9999175071716309}","{'label': 'Negative', 'score': 4.288811396691017e-05}","{'label': 'Neutral', 'score': 3.9615049900021404e-05}"
"{'label': 'Negative', 'score': 0.999995231628418}","{'label': 'Positive', 'score': 4.566286861518165e-06}","{'label': 'Neutral', 'score': 1.5368421202310856e-07}"
"{'label': 'Neutral', 'score': 0.9999871253967285}","{'label': 'Positive', 'score': 8.391260962525848e-06}","{'label': 'Negative', 'score': 4.496901965467259e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.765100231589713e-09}","{'label': 'Neutral', 'score': 2.835932821909637e-09}"
"{'label': 'Negative', 'score': 0.9999995231628418}","{'label': 'Positive', 'score': 4.519914682532544e-07}","{'label': 'Neutral', 'score': 5.0157851205767656e-08}"
"{'label': 'Negative', 'score': 0.9999943971633911}","{'label': 'Neutral', 'score': 5.2323298405099194e-06}","{'label': 'Positive', 'score': 3.8509887190230074e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.1031772707024174e-09}","{'label': 'Neutral', 'score': 2.1962260898789054e-09}"
"{'label': 'Negative', 'score': 0.8227493762969971}","{'label': 'Neutral', 'score': 0.17657579481601715}","{'label': 'Positive', 'score': 0.000674865732435137}"
"{'label': 'Negative', 'score': 0.9999879598617554}","{'label': 'Positive', 'score': 8.23593836685177e-06}","{'label': 'Neutral', 'score': 3.861436198349111e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 6.998801982405212e-09}","{'label': 'Neutral', 'score': 5.292833948900011e-10}"
"{'label': 'Neutral', 'score': 0.9244969487190247}","{'label': 'Negative', 'score': 0.07548888772726059}","{'label': 'Positive', 'score': 1.4215851479093544e-05}"
"{'label': 'Negative', 'score': 0.999519944190979}","{'label': 'Positive', 'score': 0.0003659478679765016}","{'label': 'Neutral', 'score': 0.00011411870218580589}"
"{'label': 'Neutral', 'score': 0.9761542677879333}","{'label': 'Negative', 'score': 0.022839581593871117}","{'label': 'Positive', 'score': 0.00100607646163553}"
"{'label': 'Negative', 'score': 0.9228951334953308}","{'label': 'Neutral', 'score': 0.07616744935512543}","{'label': 'Positive', 'score': 0.0009374834480695426}"
"{'label': 'Positive', 'score': 0.9700170755386353}","{'label': 'Neutral', 'score': 0.029805706813931465}","{'label': 'Negative', 'score': 0.00017719727475196123}"
"{'label': 'Neutral', 'score': 0.9143298864364624}","{'label': 'Positive', 'score': 0.06282134354114532}","{'label': 'Negative', 'score': 0.022848840802907944}"
"{'label': 'Positive', 'score': 0.9993515610694885}","{'label': 'Negative', 'score': 0.0006482248427346349}","{'label': 'Neutral', 'score': 1.8415948943584226e-07}"
"{'label': 'Positive', 'score': 0.9993515610694885}","{'label': 'Negative', 'score': 0.0006482248427346349}","{'label': 'Neutral', 'score': 1.8415948943584226e-07}"
"{'label': 'Neutral', 'score': 0.9960035681724548}","{'label': 'Negative', 'score': 0.0039664763025939465}","{'label': 'Positive', 'score': 2.9918712243670598e-05}"
"{'label': 'Positive', 'score': 0.5101490616798401}","{'label': 'Neutral', 'score': 0.48984527587890625}","{'label': 'Negative', 'score': 5.675905867974507e-06}"
"{'label': 'Positive', 'score': 0.99978107213974}","{'label': 'Negative', 'score': 0.00021851452765986323}","{'label': 'Neutral', 'score': 4.932109050059807e-07}"
"{'label': 'Neutral', 'score': 0.9999001026153564}","{'label': 'Negative', 'score': 6.058069266146049e-05}","{'label': 'Positive', 'score': 3.939103407901712e-05}"
"{'label': 'Negative', 'score': 0.6093069314956665}","{'label': 'Positive', 'score': 0.3906688988208771}","{'label': 'Neutral', 'score': 2.4170994947780855e-05}"
"{'label': 'Neutral', 'score': 0.5662320852279663}","{'label': 'Positive', 'score': 0.43376588821411133}","{'label': 'Negative', 'score': 2.004816678891075e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 5.812359304968595e-08}","{'label': 'Neutral', 'score': 3.0844489629089367e-08}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 4.6044360146879626e-07}","{'label': 'Negative', 'score': 1.3804242193771188e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.14469472684209e-09}","{'label': 'Neutral', 'score': 4.79302708633611e-10}"
"{'label': 'Positive', 'score': 0.8508275151252747}","{'label': 'Neutral', 'score': 0.13758419454097748}","{'label': 'Negative', 'score': 0.01158826518803835}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.117904157079465e-08}","{'label': 'Negative', 'score': 1.388719628181434e-08}"
"{'label': 'Neutral', 'score': 0.9999983310699463}","{'label': 'Positive', 'score': 1.3507230960385641e-06}","{'label': 'Negative', 'score': 3.0433136544161243e-07}"
"{'label': 'Neutral', 'score': 0.9999444484710693}","{'label': 'Positive', 'score': 5.431980389403179e-05}","{'label': 'Negative', 'score': 1.2079161706424202e-06}"
"{'label': 'Positive', 'score': 0.9960655570030212}","{'label': 'Neutral', 'score': 0.0038882975932210684}","{'label': 'Negative', 'score': 4.61448471469339e-05}"
"{'label': 'Positive', 'score': 0.934197723865509}","{'label': 'Neutral', 'score': 0.06579204648733139}","{'label': 'Negative', 'score': 1.0217458111583255e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.860942676681134e-09}","{'label': 'Neutral', 'score': 5.211064357801831e-10}"
"{'label': 'Positive', 'score': 0.9998475313186646}","{'label': 'Neutral', 'score': 0.00014669555821456015}","{'label': 'Negative', 'score': 5.761702595918905e-06}"
"{'label': 'Neutral', 'score': 0.9995816349983215}","{'label': 'Positive', 'score': 0.0004180865071248263}","{'label': 'Negative', 'score': 2.1498775026884687e-07}"
"{'label': 'Neutral', 'score': 0.9999735355377197}","{'label': 'Positive', 'score': 2.5536419343552552e-05}","{'label': 'Negative', 'score': 9.905879778671078e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.3004740617716948e-09}","{'label': 'Neutral', 'score': 7.501199106307865e-10}"
"{'label': 'Neutral', 'score': 0.9999909400939941}","{'label': 'Positive', 'score': 8.356570106116123e-06}","{'label': 'Negative', 'score': 7.089867608556233e-07}"
"{'label': 'Negative', 'score': 0.9989089965820312}","{'label': 'Neutral', 'score': 0.0010898866457864642}","{'label': 'Positive', 'score': 1.0840229833775084e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 6.792391982202162e-09}","{'label': 'Negative', 'score': 1.7990291478753306e-09}"
"{'label': 'Neutral', 'score': 0.9999775886535645}","{'label': 'Positive', 'score': 1.8932681996375322e-05}","{'label': 'Negative', 'score': 3.4216629956063116e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.9322496935814115e-09}","{'label': 'Negative', 'score': 1.0636127534269235e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.89436483061445e-09}","{'label': 'Negative', 'score': 2.4750501648185264e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.032600659480522e-08}","{'label': 'Neutral', 'score': 8.04092703532433e-09}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Negative', 'score': 7.75628521409999e-08}","{'label': 'Neutral', 'score': 8.308234655807212e-10}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.216455269847927e-09}","{'label': 'Neutral', 'score': 3.3778388419669625e-10}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Negative', 'score': 1.218982106365729e-07}","{'label': 'Neutral', 'score': 6.969680832469294e-09}"
"{'label': 'Negative', 'score': 0.9999649524688721}","{'label': 'Positive', 'score': 3.410931822145358e-05}","{'label': 'Neutral', 'score': 9.095799669012194e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.8448341460318716e-09}","{'label': 'Neutral', 'score': 1.0328826682837189e-09}"
"{'label': 'Negative', 'score': 0.9991395473480225}","{'label': 'Positive', 'score': 0.0008352231234312057}","{'label': 'Neutral', 'score': 2.523573857615702e-05}"
"{'label': 'Neutral', 'score': 0.9997267127037048}","{'label': 'Positive', 'score': 0.0002661575854290277}","{'label': 'Negative', 'score': 7.2034349614114035e-06}"
"{'label': 'Neutral', 'score': 0.999964714050293}","{'label': 'Negative', 'score': 3.457288403296843e-05}","{'label': 'Positive', 'score': 7.64899198202329e-07}"
"{'label': 'Positive', 'score': 0.9999971389770508}","{'label': 'Neutral', 'score': 2.704375219764188e-06}","{'label': 'Negative', 'score': 1.627136043680366e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.2484466793694082e-09}","{'label': 'Negative', 'score': 1.2393693848977705e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.4202800047158348e-09}","{'label': 'Neutral', 'score': 8.134977691476308e-10}"
"{'label': 'Negative', 'score': 0.9999985694885254}","{'label': 'Neutral', 'score': 1.2619627796084387e-06}","{'label': 'Positive', 'score': 2.186179983709735e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.5588349217287032e-08}","{'label': 'Negative', 'score': 6.748730019268123e-09}"
"{'label': 'Positive', 'score': 0.9999982118606567}","{'label': 'Neutral', 'score': 1.7523567521493533e-06}","{'label': 'Negative', 'score': 3.721840613479799e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.1146415729589307e-09}","{'label': 'Neutral', 'score': 5.123731994238767e-10}"
"{'label': 'Neutral', 'score': 0.9999994039535522}","{'label': 'Positive', 'score': 3.5014704735658597e-07}","{'label': 'Negative', 'score': 2.425892944302177e-07}"
"{'label': 'Neutral', 'score': 0.9294472336769104}","{'label': 'Positive', 'score': 0.057339806109666824}","{'label': 'Negative', 'score': 0.013212992809712887}"
"{'label': 'Neutral', 'score': 0.9825282692909241}","{'label': 'Negative', 'score': 0.017441758885979652}","{'label': 'Positive', 'score': 2.9966327929287218e-05}"
"{'label': 'Neutral', 'score': 0.9999850988388062}","{'label': 'Negative', 'score': 1.4788470252824482e-05}","{'label': 'Positive', 'score': 1.3145499622169154e-07}"
"{'label': 'Positive', 'score': 0.9999994039535522}","{'label': 'Negative', 'score': 4.760392187108664e-07}","{'label': 'Neutral', 'score': 7.686342229362708e-08}"
"{'label': 'Neutral', 'score': 0.9999257326126099}","{'label': 'Negative', 'score': 7.264027954079211e-05}","{'label': 'Positive', 'score': 1.7004960000122082e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 7.90157095309496e-09}","{'label': 'Neutral', 'score': 6.12663741961228e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 6.9593597551431685e-09}","{'label': 'Negative', 'score': 3.6949536763586366e-09}"
"{'label': 'Neutral', 'score': 0.9999861717224121}","{'label': 'Negative', 'score': 1.3632629816129338e-05}","{'label': 'Positive', 'score': 2.9444092319863557e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 6.080583148104779e-09}","{'label': 'Neutral', 'score': 5.460253360567435e-10}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.032600659480522e-08}","{'label': 'Neutral', 'score': 8.04092703532433e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.7593647367041285e-09}","{'label': 'Neutral', 'score': 2.5784208101953254e-09}"
"{'label': 'Positive', 'score': 0.999996542930603}","{'label': 'Neutral', 'score': 3.4896013403340476e-06}","{'label': 'Negative', 'score': 2.267426602031719e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 6.790966899927753e-09}","{'label': 'Negative', 'score': 6.0734199891498974e-09}"
"{'label': 'Neutral', 'score': 0.995010256767273}","{'label': 'Negative', 'score': 0.004876570776104927}","{'label': 'Positive', 'score': 0.00011315961455693468}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.95268262565196e-09}","{'label': 'Negative', 'score': 2.7018010051449437e-09}"
"{'label': 'Positive', 'score': 0.9998868703842163}","{'label': 'Negative', 'score': 7.960685616126284e-05}","{'label': 'Neutral', 'score': 3.3440628612879664e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.4203947351631996e-08}","{'label': 'Negative', 'score': 5.9997322665594766e-09}"
"{'label': 'Neutral', 'score': 0.9999328851699829}","{'label': 'Positive', 'score': 6.0446313000284135e-05}","{'label': 'Negative', 'score': 6.6256197897018865e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.875333748875164e-09}","{'label': 'Neutral', 'score': 4.490359750697337e-10}"
"{'label': 'Neutral', 'score': 0.9909881949424744}","{'label': 'Negative', 'score': 0.008961805142462254}","{'label': 'Positive', 'score': 4.994704795535654e-05}"
"{'label': 'Positive', 'score': 0.9957894682884216}","{'label': 'Negative', 'score': 0.0026024675462394953}","{'label': 'Neutral', 'score': 0.0016081742942333221}"
"{'label': 'Neutral', 'score': 0.8520017266273499}","{'label': 'Negative', 'score': 0.14779727160930634}","{'label': 'Positive', 'score': 0.00020100433903280646}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 9.040294735029875e-09}","{'label': 'Negative', 'score': 6.703814836583888e-09}"
"{'label': 'Neutral', 'score': 0.999993085861206}","{'label': 'Negative', 'score': 5.073372904007556e-06}","{'label': 'Positive', 'score': 1.8281481288795476e-06}"
"{'label': 'Neutral', 'score': 0.9999804496765137}","{'label': 'Negative', 'score': 1.9280059859738685e-05}","{'label': 'Positive', 'score': 1.9524989625097078e-07}"
"{'label': 'Neutral', 'score': 0.9999969005584717}","{'label': 'Negative', 'score': 2.969993374790647e-06}","{'label': 'Positive', 'score': 1.5915999540538905e-07}"
"{'label': 'Neutral', 'score': 0.9996484518051147}","{'label': 'Positive', 'score': 0.00018797539814841002}","{'label': 'Negative', 'score': 0.00016366198542527854}"
"{'label': 'Positive', 'score': 0.9836636781692505}","{'label': 'Neutral', 'score': 0.01616678759455681}","{'label': 'Negative', 'score': 0.00016959832282736897}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.4338558663193908e-09}","{'label': 'Neutral', 'score': 5.267806746367398e-10}"
"{'label': 'Positive', 'score': 0.9984539747238159}","{'label': 'Negative', 'score': 0.001525260042399168}","{'label': 'Neutral', 'score': 2.0733959900098853e-05}"
"{'label': 'Positive', 'score': 0.6915752291679382}","{'label': 'Neutral', 'score': 0.3066558539867401}","{'label': 'Negative', 'score': 0.0017689478117972612}"
"{'label': 'Positive', 'score': 0.999996542930603}","{'label': 'Neutral', 'score': 3.4896013403340476e-06}","{'label': 'Negative', 'score': 2.267426602031719e-08}"
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Negative', 'score': 1.3283778343975428e-07}","{'label': 'Neutral', 'score': 1.1506900676749865e-07}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 1.23492597481345e-07}","{'label': 'Negative', 'score': 3.497259015716736e-08}"
"{'label': 'Neutral', 'score': 0.999996542930603}","{'label': 'Negative', 'score': 3.407133362998138e-06}","{'label': 'Positive', 'score': 3.5096494599429207e-08}"
"{'label': 'Neutral', 'score': 0.9999954700469971}","{'label': 'Negative', 'score': 4.581494067679159e-06}","{'label': 'Positive', 'score': 1.7698845056202117e-08}"
"{'label': 'Neutral', 'score': 0.9994491934776306}","{'label': 'Negative', 'score': 0.00028027730877511203}","{'label': 'Positive', 'score': 0.0002705418155528605}"
"{'label': 'Positive', 'score': 0.9999994039535522}","{'label': 'Negative', 'score': 4.6657851271447726e-07}","{'label': 'Neutral', 'score': 7.464024776027145e-08}"
"{'label': 'Neutral', 'score': 0.9825282692909241}","{'label': 'Negative', 'score': 0.017441758885979652}","{'label': 'Positive', 'score': 2.9966327929287218e-05}"
"{'label': 'Positive', 'score': 0.6045293807983398}","{'label': 'Negative', 'score': 0.31489744782447815}","{'label': 'Neutral', 'score': 0.08057323098182678}"
"{'label': 'Positive', 'score': 0.9992496371269226}","{'label': 'Neutral', 'score': 0.0007465865928679705}","{'label': 'Negative', 'score': 3.6689323223981773e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.079027838775005e-09}","{'label': 'Neutral', 'score': 6.161533505633088e-10}"
"{'label': 'Negative', 'score': 0.9994059801101685}","{'label': 'Positive', 'score': 0.0005838864017277956}","{'label': 'Neutral', 'score': 1.0161820682696998e-05}"
"{'label': 'Neutral', 'score': 0.9999140501022339}","{'label': 'Positive', 'score': 6.748807936673984e-05}","{'label': 'Negative', 'score': 1.843231075326912e-05}"
"{'label': 'Positive', 'score': 0.9855679273605347}","{'label': 'Negative', 'score': 0.01441262662410736}","{'label': 'Neutral', 'score': 1.948955286934506e-05}"
"{'label': 'Neutral', 'score': 0.9864329695701599}","{'label': 'Positive', 'score': 0.013550743460655212}","{'label': 'Negative', 'score': 1.6351448721252382e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.7395353480462745e-09}","{'label': 'Neutral', 'score': 2.878769000957959e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 9.355143326672533e-10}","{'label': 'Neutral', 'score': 7.974255700204935e-10}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 1.2923055692226626e-07}","{'label': 'Negative', 'score': 7.746582930678869e-09}"
"{'label': 'Neutral', 'score': 0.9998493194580078}","{'label': 'Positive', 'score': 0.00014229791122488678}","{'label': 'Negative', 'score': 8.37602601677645e-06}"
"{'label': 'Negative', 'score': 0.9975517392158508}","{'label': 'Positive', 'score': 0.002440329873934388}","{'label': 'Neutral', 'score': 7.976110282470472e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.5624529165213517e-09}","{'label': 'Neutral', 'score': 2.512732022452724e-09}"
"{'label': 'Positive', 'score': 0.9999953508377075}","{'label': 'Negative', 'score': 4.302113666199148e-06}","{'label': 'Neutral', 'score': 3.890134223638597e-07}"
"{'label': 'Negative', 'score': 0.9998146891593933}","{'label': 'Positive', 'score': 0.00018483292660675943}","{'label': 'Neutral', 'score': 4.4573243940249085e-07}"
"{'label': 'Negative', 'score': 0.6454544067382812}","{'label': 'Neutral', 'score': 0.35453739762306213}","{'label': 'Positive', 'score': 8.143817467498593e-06}"
"{'label': 'Neutral', 'score': 0.9999833106994629}","{'label': 'Positive', 'score': 1.5381156117655337e-05}","{'label': 'Negative', 'score': 1.3374095715334988e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.9589943001108168e-09}","{'label': 'Negative', 'score': 9.535109368741246e-10}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.147917260193367e-09}","{'label': 'Neutral', 'score': 2.755530692510888e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.032600659480522e-08}","{'label': 'Neutral', 'score': 8.04092703532433e-09}"
"{'label': 'Neutral', 'score': 0.9998503923416138}","{'label': 'Positive', 'score': 0.00012932978279422969}","{'label': 'Negative', 'score': 2.0287519873818383e-05}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Negative', 'score': 1.28050132275348e-07}","{'label': 'Neutral', 'score': 5.854524420811913e-09}"
"{'label': 'Neutral', 'score': 0.9984044432640076}","{'label': 'Negative', 'score': 0.0014683902263641357}","{'label': 'Positive', 'score': 0.00012720050290226936}"
