0,1,2
"{'label': 'Positive', 'score': 0.6352216601371765}","{'label': 'Neutral', 'score': 0.3647710084915161}","{'label': 'Negative', 'score': 7.324240414163796e-06}"
"{'label': 'Neutral', 'score': 0.9999712705612183}","{'label': 'Positive', 'score': 2.7325257178745233e-05}","{'label': 'Negative', 'score': 1.4620109141105786e-06}"
"{'label': 'Negative', 'score': 0.9961482286453247}","{'label': 'Neutral', 'score': 0.003182862186804414}","{'label': 'Positive', 'score': 0.0006689423462375998}"
"{'label': 'Neutral', 'score': 0.9995606541633606}","{'label': 'Positive', 'score': 0.00043895706767216325}","{'label': 'Negative', 'score': 3.747375956208998e-07}"
"{'label': 'Negative', 'score': 0.8836886286735535}","{'label': 'Positive', 'score': 0.0960192084312439}","{'label': 'Neutral', 'score': 0.020292188972234726}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.2429796081292466e-09}","{'label': 'Negative', 'score': 1.125125326240095e-09}"
"{'label': 'Neutral', 'score': 0.999976634979248}","{'label': 'Positive', 'score': 1.9095665265922435e-05}","{'label': 'Negative', 'score': 4.331644959165715e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.535407699928328e-08}","{'label': 'Neutral', 'score': 2.682536326403806e-08}"
"{'label': 'Neutral', 'score': 0.9968260526657104}","{'label': 'Negative', 'score': 0.0031695247162133455}","{'label': 'Positive', 'score': 4.411118879943388e-06}"
"{'label': 'Neutral', 'score': 0.9998701810836792}","{'label': 'Positive', 'score': 0.00010479556658538058}","{'label': 'Negative', 'score': 2.5055009245988913e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 6.49831610743945e-09}","{'label': 'Negative', 'score': 3.2919933445896277e-09}"
"{'label': 'Neutral', 'score': 0.999998927116394}","{'label': 'Negative', 'score': 8.253990699813585e-07}","{'label': 'Positive', 'score': 2.11876752587159e-07}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 9.913856047205627e-08}","{'label': 'Negative', 'score': 1.3961292566477823e-08}"
"{'label': 'Negative', 'score': 0.9999772310256958}","{'label': 'Neutral', 'score': 2.155393667635508e-05}","{'label': 'Positive', 'score': 1.170281848317245e-06}"
"{'label': 'Positive', 'score': 0.9998486042022705}","{'label': 'Neutral', 'score': 0.00015079505101311952}","{'label': 'Negative', 'score': 6.414035169655108e-07}"
"{'label': 'Neutral', 'score': 0.9999955892562866}","{'label': 'Positive', 'score': 2.273802010677173e-06}","{'label': 'Negative', 'score': 2.1608266251860186e-06}"
"{'label': 'Neutral', 'score': 0.6672042608261108}","{'label': 'Negative', 'score': 0.33275195956230164}","{'label': 'Positive', 'score': 4.376826109364629e-05}"
"{'label': 'Neutral', 'score': 0.9998263716697693}","{'label': 'Positive', 'score': 0.00014434933837037534}","{'label': 'Negative', 'score': 2.9323857233976014e-05}"
"{'label': 'Neutral', 'score': 0.9999974966049194}","{'label': 'Negative', 'score': 2.2973204067966435e-06}","{'label': 'Positive', 'score': 2.534485190608393e-07}"
"{'label': 'Neutral', 'score': 0.9999995231628418}","{'label': 'Positive', 'score': 4.165318898685655e-07}","{'label': 'Negative', 'score': 6.471216806858138e-08}"
"{'label': 'Neutral', 'score': 0.9991955161094666}","{'label': 'Negative', 'score': 0.000556744693312794}","{'label': 'Positive', 'score': 0.00024774300982244313}"
"{'label': 'Neutral', 'score': 0.9999303817749023}","{'label': 'Negative', 'score': 3.571445995476097e-05}","{'label': 'Positive', 'score': 3.388944242033176e-05}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 7.517606803730814e-08}","{'label': 'Negative', 'score': 2.549422717379457e-08}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 6.901899496369879e-08}","{'label': 'Negative', 'score': 5.386113954841676e-08}"
"{'label': 'Positive', 'score': 0.9999990463256836}","{'label': 'Neutral', 'score': 1.0113534472111496e-06}","{'label': 'Negative', 'score': 2.310258118143338e-08}"
"{'label': 'Neutral', 'score': 0.9998615980148315}","{'label': 'Positive', 'score': 0.00011000961967511103}","{'label': 'Negative', 'score': 2.83824101643404e-05}"
"{'label': 'Neutral', 'score': 0.9999661445617676}","{'label': 'Negative', 'score': 2.2960583009989932e-05}","{'label': 'Positive', 'score': 1.081630944099743e-05}"
"{'label': 'Neutral', 'score': 0.9999337196350098}","{'label': 'Positive', 'score': 4.3229887523921207e-05}","{'label': 'Negative', 'score': 2.3040642190608196e-05}"
"{'label': 'Positive', 'score': 0.7130274176597595}","{'label': 'Neutral', 'score': 0.27865707874298096}","{'label': 'Negative', 'score': 0.008315490558743477}"
"{'label': 'Neutral', 'score': 0.9999958276748657}","{'label': 'Positive', 'score': 2.5257907054765383e-06}","{'label': 'Negative', 'score': 1.6701686718079145e-06}"
"{'label': 'Negative', 'score': 0.9999997615814209}","{'label': 'Positive', 'score': 1.6116811707433953e-07}","{'label': 'Neutral', 'score': 1.2186310982542636e-07}"
"{'label': 'Neutral', 'score': 0.7588447332382202}","{'label': 'Positive', 'score': 0.23636268079280853}","{'label': 'Negative', 'score': 0.004792600404471159}"
"{'label': 'Neutral', 'score': 0.9999673366546631}","{'label': 'Negative', 'score': 1.6594449334661476e-05}","{'label': 'Positive', 'score': 1.6150030205608346e-05}"
"{'label': 'Negative', 'score': 0.9999735355377197}","{'label': 'Neutral', 'score': 1.3535647667595185e-05}","{'label': 'Positive', 'score': 1.2905707080790307e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.824478955749555e-09}","{'label': 'Negative', 'score': 2.871447968288976e-09}"
"{'label': 'Neutral', 'score': 0.9999681711196899}","{'label': 'Negative', 'score': 1.82941512321122e-05}","{'label': 'Positive', 'score': 1.3544251487473957e-05}"
"{'label': 'Neutral', 'score': 0.9999872446060181}","{'label': 'Negative', 'score': 9.276223863707855e-06}","{'label': 'Positive', 'score': 3.455966862020432e-06}"
"{'label': 'Neutral', 'score': 0.9692304134368896}","{'label': 'Positive', 'score': 0.030490439385175705}","{'label': 'Negative', 'score': 0.00027915550163015723}"
"{'label': 'Neutral', 'score': 0.9996371269226074}","{'label': 'Positive', 'score': 0.00029730561072938144}","{'label': 'Negative', 'score': 6.557411688845605e-05}"
"{'label': 'Neutral', 'score': 0.9998263716697693}","{'label': 'Positive', 'score': 0.00014434933837037534}","{'label': 'Negative', 'score': 2.9323857233976014e-05}"
"{'label': 'Positive', 'score': 0.9666978716850281}","{'label': 'Neutral', 'score': 0.03279683738946915}","{'label': 'Negative', 'score': 0.0005051901680417359}"
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Neutral', 'score': 2.450328793202061e-07}","{'label': 'Negative', 'score': 2.1460173638132574e-09}"
"{'label': 'Negative', 'score': 0.9999762773513794}","{'label': 'Neutral', 'score': 2.3618000341230072e-05}","{'label': 'Positive', 'score': 1.262441884364307e-07}"
"{'label': 'Positive', 'score': 0.5679472088813782}","{'label': 'Neutral', 'score': 0.4304167926311493}","{'label': 'Negative', 'score': 0.0016359832370653749}"
"{'label': 'Neutral', 'score': 0.9985344409942627}","{'label': 'Negative', 'score': 0.001414781087078154}","{'label': 'Positive', 'score': 5.079520997242071e-05}"
"{'label': 'Neutral', 'score': 0.9814103841781616}","{'label': 'Negative', 'score': 0.01858615316450596}","{'label': 'Positive', 'score': 3.5564648896979634e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.152834437969432e-08}","{'label': 'Negative', 'score': 2.204751581302844e-08}"
"{'label': 'Negative', 'score': 0.9988728165626526}","{'label': 'Neutral', 'score': 0.000748000864405185}","{'label': 'Positive', 'score': 0.00037916094879619777}"
"{'label': 'Neutral', 'score': 0.9994550347328186}","{'label': 'Positive', 'score': 0.00036364924744702876}","{'label': 'Negative', 'score': 0.0001813887938624248}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 5.190570959712204e-07}","{'label': 'Negative', 'score': 1.5587749757628444e-08}"
"{'label': 'Positive', 'score': 0.9999611377716064}","{'label': 'Neutral', 'score': 3.783887950703502e-05}","{'label': 'Negative', 'score': 1.1016754797310568e-06}"
"{'label': 'Negative', 'score': 0.9798529148101807}","{'label': 'Neutral', 'score': 0.02000695839524269}","{'label': 'Positive', 'score': 0.000140170959639363}"
"{'label': 'Negative', 'score': 0.9798529148101807}","{'label': 'Neutral', 'score': 0.02000695839524269}","{'label': 'Positive', 'score': 0.000140170959639363}"
"{'label': 'Neutral', 'score': 0.9999929666519165}","{'label': 'Negative', 'score': 6.980192665650975e-06}","{'label': 'Positive', 'score': 5.797482316438618e-08}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Negative', 'score': 1.0541074857428612e-07}","{'label': 'Neutral', 'score': 2.2925171094811958e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 7.034414384321508e-09}","{'label': 'Negative', 'score': 2.7064632757145546e-09}"
"{'label': 'Neutral', 'score': 0.9632888436317444}","{'label': 'Positive', 'score': 0.02496175281703472}","{'label': 'Negative', 'score': 0.011749508790671825}"
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Negative', 'score': 8.76215580092321e-08}","{'label': 'Neutral', 'score': 5.991351770262554e-08}"
"{'label': 'Negative', 'score': 0.9999556541442871}","{'label': 'Neutral', 'score': 4.055739555042237e-05}","{'label': 'Positive', 'score': 3.730345724761719e-06}"
"{'label': 'Neutral', 'score': 0.9999549388885498}","{'label': 'Negative', 'score': 3.974163701059297e-05}","{'label': 'Positive', 'score': 5.353880624170415e-06}"
"{'label': 'Positive', 'score': 0.9999849796295166}","{'label': 'Neutral', 'score': 1.43389979712083e-05}","{'label': 'Negative', 'score': 6.927709819137817e-07}"
"{'label': 'Positive', 'score': 0.5814849138259888}","{'label': 'Neutral', 'score': 0.3900741934776306}","{'label': 'Negative', 'score': 0.02844086103141308}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.2111189323936742e-08}","{'label': 'Negative', 'score': 1.6409458236665841e-09}"
"{'label': 'Positive', 'score': 0.9974716901779175}","{'label': 'Neutral', 'score': 0.0025280017871409655}","{'label': 'Negative', 'score': 3.0038341947147273e-07}"
"{'label': 'Positive', 'score': 0.9999885559082031}","{'label': 'Neutral', 'score': 1.0902115718636196e-05}","{'label': 'Negative', 'score': 5.969455401100277e-07}"
"{'label': 'Neutral', 'score': 0.9990672469139099}","{'label': 'Negative', 'score': 0.0009323189151473343}","{'label': 'Positive', 'score': 5.238659923634259e-07}"
"{'label': 'Neutral', 'score': 0.9998237490653992}","{'label': 'Positive', 'score': 0.0001481244107708335}","{'label': 'Negative', 'score': 2.8141113944002427e-05}"
"{'label': 'Negative', 'score': 0.9999984502792358}","{'label': 'Positive', 'score': 1.2944135505676968e-06}","{'label': 'Neutral', 'score': 2.0195443539705593e-07}"
"{'label': 'Neutral', 'score': 0.9999544620513916}","{'label': 'Positive', 'score': 4.4344018533593044e-05}","{'label': 'Negative', 'score': 1.2399189017742174e-06}"
"{'label': 'Positive', 'score': 0.9988582134246826}","{'label': 'Negative', 'score': 0.0010898779146373272}","{'label': 'Neutral', 'score': 5.1941489800810814e-05}"
"{'label': 'Neutral', 'score': 0.8442702293395996}","{'label': 'Negative', 'score': 0.15287630259990692}","{'label': 'Positive', 'score': 0.0028534866869449615}"
"{'label': 'Neutral', 'score': 0.8442702293395996}","{'label': 'Negative', 'score': 0.15287630259990692}","{'label': 'Positive', 'score': 0.0028534866869449615}"
"{'label': 'Neutral', 'score': 0.9939625859260559}","{'label': 'Negative', 'score': 0.006033835932612419}","{'label': 'Positive', 'score': 3.6137537335889647e-06}"
"{'label': 'Positive', 'score': 0.9462968111038208}","{'label': 'Neutral', 'score': 0.053076568990945816}","{'label': 'Negative', 'score': 0.0006266924319788814}"
"{'label': 'Negative', 'score': 0.9999932050704956}","{'label': 'Neutral', 'score': 6.1561004258692265e-06}","{'label': 'Positive', 'score': 5.876643740521104e-07}"
"{'label': 'Positive', 'score': 0.9990136623382568}","{'label': 'Neutral', 'score': 0.0009122375049628317}","{'label': 'Negative', 'score': 7.403689960483462e-05}"
"{'label': 'Positive', 'score': 0.9997430443763733}","{'label': 'Neutral', 'score': 0.0002559915301389992}","{'label': 'Negative', 'score': 9.085997021429648e-07}"
"{'label': 'Neutral', 'score': 0.9634062051773071}","{'label': 'Negative', 'score': 0.03658419847488403}","{'label': 'Positive', 'score': 9.608804248273373e-06}"
"{'label': 'Positive', 'score': 0.9993687272071838}","{'label': 'Neutral', 'score': 0.0006299432716332376}","{'label': 'Negative', 'score': 1.358130361950316e-06}"
"{'label': 'Positive', 'score': 0.9993687272071838}","{'label': 'Neutral', 'score': 0.0006299432716332376}","{'label': 'Negative', 'score': 1.358130361950316e-06}"
"{'label': 'Positive', 'score': 0.9999877214431763}","{'label': 'Negative', 'score': 1.2239369425515179e-05}","{'label': 'Neutral', 'score': 3.2107625003163776e-08}"
"{'label': 'Neutral', 'score': 0.996995210647583}","{'label': 'Positive', 'score': 0.002970504341647029}","{'label': 'Negative', 'score': 3.439298234297894e-05}"
"{'label': 'Neutral', 'score': 0.9944829344749451}","{'label': 'Negative', 'score': 0.00471849599853158}","{'label': 'Positive', 'score': 0.0007985630072653294}"
"{'label': 'Neutral', 'score': 0.8882631659507751}","{'label': 'Negative', 'score': 0.11143671721220016}","{'label': 'Positive', 'score': 0.0003000636934302747}"
"{'label': 'Neutral', 'score': 0.9998599290847778}","{'label': 'Negative', 'score': 0.00013579573715105653}","{'label': 'Positive', 'score': 4.278129836166045e-06}"
"{'label': 'Neutral', 'score': 0.9974281191825867}","{'label': 'Negative', 'score': 0.002570193726569414}","{'label': 'Positive', 'score': 1.7127277942563524e-06}"
"{'label': 'Neutral', 'score': 0.9999992847442627}","{'label': 'Negative', 'score': 5.840652761435194e-07}","{'label': 'Positive', 'score': 6.51852403166231e-08}"
"{'label': 'Positive', 'score': 0.9973202347755432}","{'label': 'Neutral', 'score': 0.0026609322521835566}","{'label': 'Negative', 'score': 1.8848024410544895e-05}"
"{'label': 'Neutral', 'score': 0.9999277591705322}","{'label': 'Negative', 'score': 7.152283797040582e-05}","{'label': 'Positive', 'score': 7.530866241722833e-07}"
"{'label': 'Neutral', 'score': 0.9999076128005981}","{'label': 'Negative', 'score': 8.830558363115415e-05}","{'label': 'Positive', 'score': 4.012030331068672e-06}"
"{'label': 'Negative', 'score': 0.9998788833618164}","{'label': 'Neutral', 'score': 7.199905667221174e-05}","{'label': 'Positive', 'score': 4.9092075641965494e-05}"
"{'label': 'Neutral', 'score': 0.9998425245285034}","{'label': 'Positive', 'score': 7.975149492267519e-05}","{'label': 'Negative', 'score': 7.766667113173753e-05}"
"{'label': 'Neutral', 'score': 0.8930431604385376}","{'label': 'Negative', 'score': 0.0945921465754509}","{'label': 'Positive', 'score': 0.012364709749817848}"
"{'label': 'Negative', 'score': 0.9999982118606567}","{'label': 'Positive', 'score': 1.7668199916442973e-06}","{'label': 'Neutral', 'score': 6.619906400828768e-08}"
"{'label': 'Neutral', 'score': 0.9488834738731384}","{'label': 'Positive', 'score': 0.05109737068414688}","{'label': 'Negative', 'score': 1.927357880049385e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 5.641894507135703e-09}","{'label': 'Neutral', 'score': 7.308619265344873e-10}"
"{'label': 'Neutral', 'score': 0.9999822378158569}","{'label': 'Negative', 'score': 1.7479449525126256e-05}","{'label': 'Positive', 'score': 2.1799591820581554e-07}"
"{'label': 'Positive', 'score': 0.9980111122131348}","{'label': 'Negative', 'score': 0.001952871447429061}","{'label': 'Neutral', 'score': 3.597053364501335e-05}"
"{'label': 'Neutral', 'score': 0.9999995231628418}","{'label': 'Negative', 'score': 4.809323286281142e-07}","{'label': 'Positive', 'score': 2.3223821088436125e-08}"
"{'label': 'Neutral', 'score': 0.9999833106994629}","{'label': 'Negative', 'score': 1.6602803952991962e-05}","{'label': 'Positive', 'score': 1.4615008581131406e-07}"
"{'label': 'Negative', 'score': 0.7377476096153259}","{'label': 'Positive', 'score': 0.2621840536594391}","{'label': 'Neutral', 'score': 6.831252539996058e-05}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Negative', 'score': 8.909109538990378e-08}","{'label': 'Neutral', 'score': 2.0503168940422256e-08}"
"{'label': 'Neutral', 'score': 0.9763116240501404}","{'label': 'Negative', 'score': 0.02351316809654236}","{'label': 'Positive', 'score': 0.00017528831085655838}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.6326788809806203e-09}","{'label': 'Negative', 'score': 7.229756238125162e-10}"
"{'label': 'Neutral', 'score': 0.7214671969413757}","{'label': 'Positive', 'score': 0.27706730365753174}","{'label': 'Negative', 'score': 0.0014654119731858373}"
"{'label': 'Neutral', 'score': 0.9172373414039612}","{'label': 'Negative', 'score': 0.08268557488918304}","{'label': 'Positive', 'score': 7.712856313446537e-05}"
"{'label': 'Neutral', 'score': 0.997702419757843}","{'label': 'Negative', 'score': 0.0022927650716155767}","{'label': 'Positive', 'score': 4.885185717284912e-06}"
"{'label': 'Neutral', 'score': 0.9998351335525513}","{'label': 'Positive', 'score': 0.0001618502865312621}","{'label': 'Negative', 'score': 2.951685701191309e-06}"
"{'label': 'Neutral', 'score': 0.9807147979736328}","{'label': 'Negative', 'score': 0.019280176609754562}","{'label': 'Positive', 'score': 5.078531557956012e-06}"
"{'label': 'Neutral', 'score': 0.995780348777771}","{'label': 'Positive', 'score': 0.0038323039188981056}","{'label': 'Negative', 'score': 0.00038737908471375704}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.4025227080292098e-09}","{'label': 'Negative', 'score': 2.8185636047339813e-09}"
"{'label': 'Positive', 'score': 0.9999985694885254}","{'label': 'Neutral', 'score': 1.383441031066468e-06}","{'label': 'Negative', 'score': 1.6638697530879654e-08}"
"{'label': 'Negative', 'score': 0.9968013763427734}","{'label': 'Neutral', 'score': 0.001901345793157816}","{'label': 'Positive', 'score': 0.0012972099939361215}"
"{'label': 'Neutral', 'score': 0.9999856948852539}","{'label': 'Negative', 'score': 1.4149603885016404e-05}","{'label': 'Positive', 'score': 8.703354126282647e-08}"
"{'label': 'Neutral', 'score': 0.9966903924942017}","{'label': 'Negative', 'score': 0.002623286098241806}","{'label': 'Positive', 'score': 0.0006863188464194536}"
"{'label': 'Neutral', 'score': 0.989270806312561}","{'label': 'Negative', 'score': 0.010647156275808811}","{'label': 'Positive', 'score': 8.20603672764264e-05}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Negative', 'score': 1.0560797392145105e-07}","{'label': 'Neutral', 'score': 2.7351365616823387e-08}"
"{'label': 'Neutral', 'score': 0.9999303817749023}","{'label': 'Negative', 'score': 3.571445995476097e-05}","{'label': 'Positive', 'score': 3.388944242033176e-05}"
"{'label': 'Neutral', 'score': 0.9986843466758728}","{'label': 'Negative', 'score': 0.0012993400450795889}","{'label': 'Positive', 'score': 1.636338492971845e-05}"
"{'label': 'Neutral', 'score': 0.9999806880950928}","{'label': 'Negative', 'score': 1.9106124454992823e-05}","{'label': 'Positive', 'score': 2.496096271897841e-07}"
"{'label': 'Neutral', 'score': 0.9999960660934448}","{'label': 'Negative', 'score': 3.070338379984605e-06}","{'label': 'Positive', 'score': 8.231666015490191e-07}"
"{'label': 'Neutral', 'score': 0.9159060716629028}","{'label': 'Negative', 'score': 0.0840897187590599}","{'label': 'Positive', 'score': 4.115020146855386e-06}"
"{'label': 'Neutral', 'score': 0.9979358911514282}","{'label': 'Negative', 'score': 0.002039585029706359}","{'label': 'Positive', 'score': 2.4544298867112957e-05}"
"{'label': 'Negative', 'score': 0.6980686187744141}","{'label': 'Positive', 'score': 0.26390594244003296}","{'label': 'Neutral', 'score': 0.038025498390197754}"
"{'label': 'Neutral', 'score': 0.9950107336044312}","{'label': 'Negative', 'score': 0.004985000938177109}","{'label': 'Positive', 'score': 4.230958893458592e-06}"
"{'label': 'Negative', 'score': 0.9992966651916504}","{'label': 'Neutral', 'score': 0.000647534616291523}","{'label': 'Positive', 'score': 5.5791773775126785e-05}"
"{'label': 'Neutral', 'score': 0.999683141708374}","{'label': 'Negative', 'score': 0.00028947650571353734}","{'label': 'Positive', 'score': 2.7399386453907937e-05}"
"{'label': 'Neutral', 'score': 0.999688982963562}","{'label': 'Positive', 'score': 0.0002932893403340131}","{'label': 'Negative', 'score': 1.769896516634617e-05}"
"{'label': 'Positive', 'score': 0.9998730421066284}","{'label': 'Negative', 'score': 0.00010198299423791468}","{'label': 'Neutral', 'score': 2.4949977159849368e-05}"
"{'label': 'Negative', 'score': 0.9985862970352173}","{'label': 'Neutral', 'score': 0.0012309515150263906}","{'label': 'Positive', 'score': 0.00018277799244970083}"
"{'label': 'Positive', 'score': 0.719664990901947}","{'label': 'Neutral', 'score': 0.20682786405086517}","{'label': 'Negative', 'score': 0.07350717484951019}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.6587069495699325e-08}","{'label': 'Negative', 'score': 1.1352206286119326e-08}"
"{'label': 'Neutral', 'score': 0.9999890327453613}","{'label': 'Negative', 'score': 6.674343694612617e-06}","{'label': 'Positive', 'score': 4.344047738413792e-06}"
"{'label': 'Neutral', 'score': 0.9994729161262512}","{'label': 'Negative', 'score': 0.0005224468768574297}","{'label': 'Positive', 'score': 4.613126293406822e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 6.464049295829e-09}","{'label': 'Neutral', 'score': 3.1054803173447e-09}"
"{'label': 'Neutral', 'score': 0.9998267292976379}","{'label': 'Negative', 'score': 0.0001720277068670839}","{'label': 'Positive', 'score': 1.365744651593559e-06}"
"{'label': 'Negative', 'score': 0.9999998807907104}","{'label': 'Positive', 'score': 7.439198412839687e-08}","{'label': 'Neutral', 'score': 4.3692267581718625e-08}"
"{'label': 'Neutral', 'score': 0.9999955892562866}","{'label': 'Negative', 'score': 4.421955054567661e-06}","{'label': 'Positive', 'score': 2.3012606931160917e-08}"
"{'label': 'Negative', 'score': 0.9887075424194336}","{'label': 'Neutral', 'score': 0.010579567402601242}","{'label': 'Positive', 'score': 0.0007129557197913527}"
"{'label': 'Negative', 'score': 0.9697662591934204}","{'label': 'Neutral', 'score': 0.02673809602856636}","{'label': 'Positive', 'score': 0.0034956377930939198}"
"{'label': 'Neutral', 'score': 0.999992847442627}","{'label': 'Negative', 'score': 7.204775556601817e-06}","{'label': 'Positive', 'score': 3.284576877149448e-08}"
"{'label': 'Neutral', 'score': 0.9999943971633911}","{'label': 'Negative', 'score': 5.58685769647127e-06}","{'label': 'Positive', 'score': 5.692040616622762e-08}"
"{'label': 'Negative', 'score': 0.9780941605567932}","{'label': 'Neutral', 'score': 0.021858075633645058}","{'label': 'Positive', 'score': 4.77681533084251e-05}"
"{'label': 'Negative', 'score': 0.9999974966049194}","{'label': 'Neutral', 'score': 1.6264796158793615e-06}","{'label': 'Positive', 'score': 8.795302619546419e-07}"
"{'label': 'Neutral', 'score': 0.9999977350234985}","{'label': 'Negative', 'score': 1.2150422890044865e-06}","{'label': 'Positive', 'score': 1.0446207170389243e-06}"
