0,1,2
"{'label': 'negative', 'score': 0.9735644459724426}","{'label': 'neutral', 'score': 0.016732022166252136}","{'label': 'positive', 'score': 0.00970347411930561}"
"{'label': 'negative', 'score': 0.9737673997879028}","{'label': 'neutral', 'score': 0.01811317540705204}","{'label': 'positive', 'score': 0.008119353093206882}"
"{'label': 'negative', 'score': 0.5067304968833923}","{'label': 'positive', 'score': 0.4362461268901825}","{'label': 'neutral', 'score': 0.057023342698812485}"
"{'label': 'negative', 'score': 0.974970281124115}","{'label': 'positive', 'score': 0.01312314998358488}","{'label': 'neutral', 'score': 0.011906566098332405}"
"{'label': 'neutral', 'score': 0.6074721217155457}","{'label': 'positive', 'score': 0.3300382196903229}","{'label': 'negative', 'score': 0.06248963624238968}"
"{'label': 'negative', 'score': 0.976173460483551}","{'label': 'neutral', 'score': 0.01669466495513916}","{'label': 'positive', 'score': 0.007131872233003378}"
"{'label': 'positive', 'score': 0.9379680752754211}","{'label': 'negative', 'score': 0.03535689041018486}","{'label': 'neutral', 'score': 0.026675017550587654}"
"{'label': 'negative', 'score': 0.9252380728721619}","{'label': 'neutral', 'score': 0.058801550418138504}","{'label': 'positive', 'score': 0.01596043072640896}"
"{'label': 'negative', 'score': 0.8243129253387451}","{'label': 'neutral', 'score': 0.1493183672428131}","{'label': 'positive', 'score': 0.026368731632828712}"
"{'label': 'neutral', 'score': 0.7504523396492004}","{'label': 'negative', 'score': 0.19106142222881317}","{'label': 'positive', 'score': 0.05848624184727669}"
"{'label': 'positive', 'score': 0.8779206275939941}","{'label': 'neutral', 'score': 0.11223376542329788}","{'label': 'negative', 'score': 0.009845600463449955}"
"{'label': 'neutral', 'score': 0.5211345553398132}","{'label': 'positive', 'score': 0.4692798852920532}","{'label': 'negative', 'score': 0.009585562162101269}"
"{'label': 'positive', 'score': 0.6134770512580872}","{'label': 'neutral', 'score': 0.3772834241390228}","{'label': 'negative', 'score': 0.00923948921263218}"
"{'label': 'positive', 'score': 0.8886149525642395}","{'label': 'neutral', 'score': 0.06414692103862762}","{'label': 'negative', 'score': 0.04723808914422989}"
"{'label': 'positive', 'score': 0.8994894623756409}","{'label': 'negative', 'score': 0.07933557778596878}","{'label': 'neutral', 'score': 0.02117498591542244}"
"{'label': 'positive', 'score': 0.8969387412071228}","{'label': 'negative', 'score': 0.0824969932436943}","{'label': 'neutral', 'score': 0.020564306527376175}"
"{'label': 'positive', 'score': 0.8336948752403259}","{'label': 'negative', 'score': 0.14096377789974213}","{'label': 'neutral', 'score': 0.025341354310512543}"
"{'label': 'neutral', 'score': 0.9360248446464539}","{'label': 'positive', 'score': 0.04422156885266304}","{'label': 'negative', 'score': 0.01975353993475437}"
"{'label': 'negative', 'score': 0.8140457272529602}","{'label': 'neutral', 'score': 0.1608847677707672}","{'label': 'positive', 'score': 0.025069447234272957}"
"{'label': 'neutral', 'score': 0.9312959313392639}","{'label': 'positive', 'score': 0.03987608850002289}","{'label': 'negative', 'score': 0.028827957808971405}"
"{'label': 'positive', 'score': 0.9208782911300659}","{'label': 'negative', 'score': 0.0496528223156929}","{'label': 'neutral', 'score': 0.029468901455402374}"
"{'label': 'positive', 'score': 0.8494868874549866}","{'label': 'negative', 'score': 0.13255347311496735}","{'label': 'neutral', 'score': 0.017959658056497574}"
"{'label': 'neutral', 'score': 0.8826486468315125}","{'label': 'positive', 'score': 0.06843387335538864}","{'label': 'negative', 'score': 0.048917513340711594}"
"{'label': 'neutral', 'score': 0.9287305474281311}","{'label': 'negative', 'score': 0.04464126378297806}","{'label': 'positive', 'score': 0.026628172025084496}"
"{'label': 'positive', 'score': 0.9179040789604187}","{'label': 'neutral', 'score': 0.06508048623800278}","{'label': 'negative', 'score': 0.017015468329191208}"
"{'label': 'neutral', 'score': 0.8990546464920044}","{'label': 'positive', 'score': 0.08881393820047379}","{'label': 'negative', 'score': 0.01213136501610279}"
"{'label': 'neutral', 'score': 0.8672911524772644}","{'label': 'positive', 'score': 0.09357253462076187}","{'label': 'negative', 'score': 0.03913631662726402}"
"{'label': 'neutral', 'score': 0.8756650686264038}","{'label': 'positive', 'score': 0.11267361044883728}","{'label': 'negative', 'score': 0.011661284603178501}"
"{'label': 'neutral', 'score': 0.479941189289093}","{'label': 'positive', 'score': 0.33494749665260315}","{'label': 'negative', 'score': 0.18511123955249786}"
"{'label': 'positive', 'score': 0.904459536075592}","{'label': 'neutral', 'score': 0.07396544516086578}","{'label': 'negative', 'score': 0.02157498337328434}"
"{'label': 'negative', 'score': 0.8090834617614746}","{'label': 'positive', 'score': 0.12331528216600418}","{'label': 'neutral', 'score': 0.06760117411613464}"
"{'label': 'neutral', 'score': 0.8752989768981934}","{'label': 'negative', 'score': 0.09166207164525986}","{'label': 'positive', 'score': 0.03303895145654678}"
"{'label': 'negative', 'score': 0.5052842497825623}","{'label': 'positive', 'score': 0.4733163118362427}","{'label': 'neutral', 'score': 0.02139940857887268}"
"{'label': 'positive', 'score': 0.8996451497077942}","{'label': 'negative', 'score': 0.07946430146694183}","{'label': 'neutral', 'score': 0.020890560001134872}"
"{'label': 'neutral', 'score': 0.9318994879722595}","{'label': 'positive', 'score': 0.05173944681882858}","{'label': 'negative', 'score': 0.01636100560426712}"
"{'label': 'neutral', 'score': 0.7706040740013123}","{'label': 'positive', 'score': 0.20940911769866943}","{'label': 'negative', 'score': 0.019986774772405624}"
"{'label': 'neutral', 'score': 0.9386242628097534}","{'label': 'positive', 'score': 0.03953249752521515}","{'label': 'negative', 'score': 0.021843208000063896}"
"{'label': 'negative', 'score': 0.8030912280082703}","{'label': 'neutral', 'score': 0.10271535813808441}","{'label': 'positive', 'score': 0.09419345110654831}"
"{'label': 'neutral', 'score': 0.8470003008842468}","{'label': 'positive', 'score': 0.12424587458372116}","{'label': 'negative', 'score': 0.02875381149351597}"
"{'label': 'neutral', 'score': 0.6838679909706116}","{'label': 'negative', 'score': 0.27023550868034363}","{'label': 'positive', 'score': 0.0458965077996254}"
"{'label': 'negative', 'score': 0.9585251808166504}","{'label': 'neutral', 'score': 0.030346808955073357}","{'label': 'positive', 'score': 0.011128007434308529}"
"{'label': 'negative', 'score': 0.9735427498817444}","{'label': 'neutral', 'score': 0.019555149599909782}","{'label': 'positive', 'score': 0.0069021680392324924}"
"{'label': 'negative', 'score': 0.9741498827934265}","{'label': 'neutral', 'score': 0.017061453312635422}","{'label': 'positive', 'score': 0.008788716048002243}"
"{'label': 'neutral', 'score': 0.8833009004592896}","{'label': 'positive', 'score': 0.06877763569355011}","{'label': 'negative', 'score': 0.04792148247361183}"
"{'label': 'negative', 'score': 0.8492140769958496}","{'label': 'neutral', 'score': 0.12684783339500427}","{'label': 'positive', 'score': 0.023938089609146118}"
"{'label': 'positive', 'score': 0.9350467324256897}","{'label': 'neutral', 'score': 0.048893041908741}","{'label': 'negative', 'score': 0.0160602368414402}"
"{'label': 'negative', 'score': 0.9732236862182617}","{'label': 'neutral', 'score': 0.019343089312314987}","{'label': 'positive', 'score': 0.007433251943439245}"
"{'label': 'neutral', 'score': 0.9088813662528992}","{'label': 'positive', 'score': 0.07574012875556946}","{'label': 'negative', 'score': 0.01537842582911253}"
"{'label': 'negative', 'score': 0.8040884137153625}","{'label': 'positive', 'score': 0.09938327223062515}","{'label': 'neutral', 'score': 0.09652840346097946}"
"{'label': 'negative', 'score': 0.4811837375164032}","{'label': 'neutral', 'score': 0.4787136912345886}","{'label': 'positive', 'score': 0.040102582424879074}"
"{'label': 'positive', 'score': 0.8873749375343323}","{'label': 'negative', 'score': 0.09181387722492218}","{'label': 'neutral', 'score': 0.02081119269132614}"
"{'label': 'positive', 'score': 0.8945137858390808}","{'label': 'negative', 'score': 0.08471024036407471}","{'label': 'neutral', 'score': 0.020776012912392616}"
"{'label': 'neutral', 'score': 0.8819530010223389}","{'label': 'positive', 'score': 0.10677787661552429}","{'label': 'negative', 'score': 0.011269080452620983}"
"{'label': 'neutral', 'score': 0.9360248446464539}","{'label': 'positive', 'score': 0.04422156885266304}","{'label': 'negative', 'score': 0.01975353993475437}"
"{'label': 'positive', 'score': 0.9529105424880981}","{'label': 'neutral', 'score': 0.02559184841811657}","{'label': 'negative', 'score': 0.02149750292301178}"
"{'label': 'positive', 'score': 0.9533387422561646}","{'label': 'negative', 'score': 0.026071393862366676}","{'label': 'neutral', 'score': 0.02058986760675907}"
"{'label': 'neutral', 'score': 0.8789619207382202}","{'label': 'positive', 'score': 0.07133191078901291}","{'label': 'negative', 'score': 0.0497061051428318}"
"{'label': 'neutral', 'score': 0.5149088501930237}","{'label': 'positive', 'score': 0.46931925415992737}","{'label': 'negative', 'score': 0.01577187515795231}"
"{'label': 'neutral', 'score': 0.8808854818344116}","{'label': 'positive', 'score': 0.0968765914440155}","{'label': 'negative', 'score': 0.022237930446863174}"
"{'label': 'neutral', 'score': 0.8592896461486816}","{'label': 'positive', 'score': 0.12826792895793915}","{'label': 'negative', 'score': 0.01244241464883089}"
"{'label': 'neutral', 'score': 0.8937772512435913}","{'label': 'positive', 'score': 0.0812983363866806}","{'label': 'negative', 'score': 0.02492445893585682}"
"{'label': 'positive', 'score': 0.5102040767669678}","{'label': 'negative', 'score': 0.3842281103134155}","{'label': 'neutral', 'score': 0.10556787997484207}"
"{'label': 'neutral', 'score': 0.6838679909706116}","{'label': 'negative', 'score': 0.27023550868034363}","{'label': 'positive', 'score': 0.0458965077996254}"
"{'label': 'neutral', 'score': 0.7695081233978271}","{'label': 'negative', 'score': 0.1182793453335762}","{'label': 'positive', 'score': 0.11221259087324142}"
"{'label': 'neutral', 'score': 0.904258668422699}","{'label': 'negative', 'score': 0.05067933350801468}","{'label': 'positive', 'score': 0.04506199061870575}"
"{'label': 'negative', 'score': 0.5378403663635254}","{'label': 'neutral', 'score': 0.442711740732193}","{'label': 'positive', 'score': 0.01944787986576557}"
"{'label': 'negative', 'score': 0.47321757674217224}","{'label': 'positive', 'score': 0.42239031195640564}","{'label': 'neutral', 'score': 0.10439210385084152}"
"{'label': 'neutral', 'score': 0.532865583896637}","{'label': 'negative', 'score': 0.43338868021965027}","{'label': 'positive', 'score': 0.03374573588371277}"
"{'label': 'neutral', 'score': 0.9376210570335388}","{'label': 'positive', 'score': 0.04247425124049187}","{'label': 'negative', 'score': 0.019904673099517822}"
"{'label': 'negative', 'score': 0.9539818167686462}","{'label': 'neutral', 'score': 0.025553623214364052}","{'label': 'positive', 'score': 0.02046458050608635}"
"{'label': 'positive', 'score': 0.9158315062522888}","{'label': 'neutral', 'score': 0.07218261063098907}","{'label': 'negative', 'score': 0.011985990218818188}"
"{'label': 'negative', 'score': 0.5517194867134094}","{'label': 'positive', 'score': 0.40592384338378906}","{'label': 'neutral', 'score': 0.042356688529253006}"
"{'label': 'positive', 'score': 0.9378331303596497}","{'label': 'neutral', 'score': 0.03886530175805092}","{'label': 'negative', 'score': 0.023301605135202408}"
"{'label': 'negative', 'score': 0.8809047937393188}","{'label': 'neutral', 'score': 0.08207588642835617}","{'label': 'positive', 'score': 0.03701925650238991}"
"{'label': 'positive', 'score': 0.8323331475257874}","{'label': 'neutral', 'score': 0.14534218609333038}","{'label': 'negative', 'score': 0.02232459746301174}"
"{'label': 'positive', 'score': 0.5035864114761353}","{'label': 'neutral', 'score': 0.4564627707004547}","{'label': 'negative', 'score': 0.03995078429579735}"
"{'label': 'neutral', 'score': 0.9335901141166687}","{'label': 'positive', 'score': 0.04996451735496521}","{'label': 'negative', 'score': 0.01644529402256012}"
"{'label': 'positive', 'score': 0.9374520778656006}","{'label': 'neutral', 'score': 0.04173382371664047}","{'label': 'negative', 'score': 0.020814135670661926}"
"{'label': 'neutral', 'score': 0.620215654373169}","{'label': 'positive', 'score': 0.3560085892677307}","{'label': 'negative', 'score': 0.023775780573487282}"
"{'label': 'positive', 'score': 0.9441113471984863}","{'label': 'negative', 'score': 0.03265243396162987}","{'label': 'neutral', 'score': 0.023236233741044998}"
"{'label': 'neutral', 'score': 0.832116961479187}","{'label': 'positive', 'score': 0.156607523560524}","{'label': 'negative', 'score': 0.011275529861450195}"
"{'label': 'positive', 'score': 0.8964254856109619}","{'label': 'negative', 'score': 0.08314964175224304}","{'label': 'neutral', 'score': 0.020424894988536835}"
"{'label': 'negative', 'score': 0.562935471534729}","{'label': 'positive', 'score': 0.35983046889305115}","{'label': 'neutral', 'score': 0.07723404467105865}"
"{'label': 'positive', 'score': 0.9045606851577759}","{'label': 'negative', 'score': 0.074782595038414}","{'label': 'neutral', 'score': 0.020656686276197433}"
"{'label': 'negative', 'score': 0.9753056764602661}","{'label': 'neutral', 'score': 0.016362980008125305}","{'label': 'positive', 'score': 0.00833133514970541}"
"{'label': 'neutral', 'score': 0.9360248446464539}","{'label': 'positive', 'score': 0.04422156885266304}","{'label': 'negative', 'score': 0.01975353993475437}"
"{'label': 'neutral', 'score': 0.9332226514816284}","{'label': 'negative', 'score': 0.04801791533827782}","{'label': 'positive', 'score': 0.018759451806545258}"
"{'label': 'neutral', 'score': 0.6057482957839966}","{'label': 'negative', 'score': 0.3092508018016815}","{'label': 'positive', 'score': 0.08500086516141891}"
"{'label': 'neutral', 'score': 0.8845395445823669}","{'label': 'positive', 'score': 0.08858495205640793}","{'label': 'negative', 'score': 0.02687549963593483}"
"{'label': 'negative', 'score': 0.9326449632644653}","{'label': 'positive', 'score': 0.04826290160417557}","{'label': 'neutral', 'score': 0.019092097878456116}"
"{'label': 'neutral', 'score': 0.8529865741729736}","{'label': 'negative', 'score': 0.12285982072353363}","{'label': 'positive', 'score': 0.02415361814200878}"
"{'label': 'negative', 'score': 0.7475554943084717}","{'label': 'positive', 'score': 0.14686569571495056}","{'label': 'neutral', 'score': 0.10557882487773895}"
"{'label': 'negative', 'score': 0.950054943561554}","{'label': 'positive', 'score': 0.03733401373028755}","{'label': 'neutral', 'score': 0.01261095143854618}"
"{'label': 'negative', 'score': 0.8285479545593262}","{'label': 'positive', 'score': 0.10037027299404144}","{'label': 'neutral', 'score': 0.07108179479837418}"
"{'label': 'negative', 'score': 0.6359896659851074}","{'label': 'positive', 'score': 0.3281024098396301}","{'label': 'neutral', 'score': 0.03590787574648857}"
"{'label': 'positive', 'score': 0.9278281927108765}","{'label': 'negative', 'score': 0.05702386423945427}","{'label': 'neutral', 'score': 0.01514787320047617}"
"{'label': 'positive', 'score': 0.9521543383598328}","{'label': 'neutral', 'score': 0.026126442477107048}","{'label': 'negative', 'score': 0.02171933278441429}"
"{'label': 'positive', 'score': 0.8615840673446655}","{'label': 'neutral', 'score': 0.08124315738677979}","{'label': 'negative', 'score': 0.05717279389500618}"
"{'label': 'neutral', 'score': 0.87149977684021}","{'label': 'positive', 'score': 0.1099218875169754}","{'label': 'negative', 'score': 0.018578335642814636}"
"{'label': 'negative', 'score': 0.8296276926994324}","{'label': 'neutral', 'score': 0.14096124470233917}","{'label': 'positive', 'score': 0.029411038383841515}"
"{'label': 'neutral', 'score': 0.8833009004592896}","{'label': 'positive', 'score': 0.06877763569355011}","{'label': 'negative', 'score': 0.04792148247361183}"
"{'label': 'neutral', 'score': 0.8833009004592896}","{'label': 'positive', 'score': 0.06877763569355011}","{'label': 'negative', 'score': 0.04792148247361183}"
"{'label': 'neutral', 'score': 0.8203064799308777}","{'label': 'positive', 'score': 0.16905651986598969}","{'label': 'negative', 'score': 0.010636991821229458}"
"{'label': 'negative', 'score': 0.9397311806678772}","{'label': 'neutral', 'score': 0.04657464101910591}","{'label': 'positive', 'score': 0.013694212771952152}"
"{'label': 'negative', 'score': 0.9754459857940674}","{'label': 'neutral', 'score': 0.016440512612462044}","{'label': 'positive', 'score': 0.008113528601825237}"
"{'label': 'neutral', 'score': 0.6580554842948914}","{'label': 'negative', 'score': 0.2582099735736847}","{'label': 'positive', 'score': 0.08373460918664932}"
"{'label': 'negative', 'score': 0.9604040384292603}","{'label': 'neutral', 'score': 0.029767395928502083}","{'label': 'positive', 'score': 0.00982852652668953}"
"{'label': 'positive', 'score': 0.9190887808799744}","{'label': 'neutral', 'score': 0.06850558519363403}","{'label': 'negative', 'score': 0.012405632995069027}"
"{'label': 'negative', 'score': 0.9471821784973145}","{'label': 'positive', 'score': 0.040337566286325455}","{'label': 'neutral', 'score': 0.012480252422392368}"
"{'label': 'positive', 'score': 0.9301373362541199}","{'label': 'neutral', 'score': 0.039243265986442566}","{'label': 'negative', 'score': 0.030619477853178978}"
"{'label': 'neutral', 'score': 0.944081723690033}","{'label': 'negative', 'score': 0.02948223240673542}","{'label': 'positive', 'score': 0.026436002925038338}"
"{'label': 'neutral', 'score': 0.8852903842926025}","{'label': 'positive', 'score': 0.09411297738552094}","{'label': 'negative', 'score': 0.020596694201231003}"
"{'label': 'negative', 'score': 0.9732264876365662}","{'label': 'neutral', 'score': 0.019900372251868248}","{'label': 'positive', 'score': 0.006873083766549826}"
"{'label': 'negative', 'score': 0.9644966125488281}","{'label': 'neutral', 'score': 0.02447804994881153}","{'label': 'positive', 'score': 0.011025384068489075}"
"{'label': 'negative', 'score': 0.9551096558570862}","{'label': 'positive', 'score': 0.03467606008052826}","{'label': 'neutral', 'score': 0.010214283131062984}"
"{'label': 'negative', 'score': 0.9551096558570862}","{'label': 'positive', 'score': 0.03467606008052826}","{'label': 'neutral', 'score': 0.010214283131062984}"
"{'label': 'positive', 'score': 0.770460307598114}","{'label': 'negative', 'score': 0.12377708405256271}","{'label': 'neutral', 'score': 0.10576266795396805}"
"{'label': 'negative', 'score': 0.9681528806686401}","{'label': 'neutral', 'score': 0.024892501533031464}","{'label': 'positive', 'score': 0.006954674143344164}"
