0,1,2
"{'label': 'Neutral', 'score': 0.9999983310699463}","{'label': 'Negative', 'score': 1.5309714171962696e-06}","{'label': 'Positive', 'score': 1.298471943300683e-07}"
"{'label': 'Neutral', 'score': 0.9999991655349731}","{'label': 'Negative', 'score': 6.952707281016046e-07}","{'label': 'Positive', 'score': 1.6848819939241366e-07}"
"{'label': 'Positive', 'score': 0.999968409538269}","{'label': 'Negative', 'score': 2.8043212296324782e-05}","{'label': 'Neutral', 'score': 3.5956670672021573e-06}"
"{'label': 'Neutral', 'score': 0.9971979856491089}","{'label': 'Positive', 'score': 0.002800764748826623}","{'label': 'Negative', 'score': 1.1311075240882928e-06}"
"{'label': 'Positive', 'score': 0.9425244331359863}","{'label': 'Negative', 'score': 0.05742374062538147}","{'label': 'Neutral', 'score': 5.174304169486277e-05}"
"{'label': 'Positive', 'score': 0.9999984502792358}","{'label': 'Negative', 'score': 1.242958205693867e-06}","{'label': 'Neutral', 'score': 3.551949987468106e-07}"
"{'label': 'Negative', 'score': 0.999993085861206}","{'label': 'Positive', 'score': 6.4162377384491265e-06}","{'label': 'Neutral', 'score': 4.860560807173897e-07}"
"{'label': 'Neutral', 'score': 0.770281195640564}","{'label': 'Negative', 'score': 0.22939357161521912}","{'label': 'Positive', 'score': 0.00032520756940357387}"
"{'label': 'Negative', 'score': 0.9999994039535522}","{'label': 'Neutral', 'score': 3.734319307113765e-07}","{'label': 'Positive', 'score': 2.716445806072443e-07}"
"{'label': 'Negative', 'score': 0.9999406337738037}","{'label': 'Positive', 'score': 5.688481905963272e-05}","{'label': 'Neutral', 'score': 2.5227288915630197e-06}"
"{'label': 'Negative', 'score': 0.9284667372703552}","{'label': 'Neutral', 'score': 0.07148490101099014}","{'label': 'Positive', 'score': 4.832617560168728e-05}"
"{'label': 'Neutral', 'score': 0.9997697472572327}","{'label': 'Positive', 'score': 0.00022954439918976277}","{'label': 'Negative', 'score': 7.740214869045303e-07}"
"{'label': 'Negative', 'score': 0.9998829364776611}","{'label': 'Positive', 'score': 0.00010741251753643155}","{'label': 'Neutral', 'score': 9.601213605492376e-06}"
"{'label': 'Negative', 'score': 0.9999865293502808}","{'label': 'Positive', 'score': 1.305374735238729e-05}","{'label': 'Neutral', 'score': 4.713498924502346e-07}"
"{'label': 'Positive', 'score': 0.9999991655349731}","{'label': 'Neutral', 'score': 5.930252768848732e-07}","{'label': 'Negative', 'score': 2.2517247089126613e-07}"
"{'label': 'Neutral', 'score': 0.9999953508377075}","{'label': 'Positive', 'score': 4.6066065806371626e-06}","{'label': 'Negative', 'score': 2.8511614402759733e-08}"
"{'label': 'Negative', 'score': 0.9913012385368347}","{'label': 'Neutral', 'score': 0.008657755330204964}","{'label': 'Positive', 'score': 4.1046165279112756e-05}"
"{'label': 'Neutral', 'score': 0.9961309432983398}","{'label': 'Positive', 'score': 0.0038401337806135416}","{'label': 'Negative', 'score': 2.8931362976436503e-05}"
"{'label': 'Neutral', 'score': 0.9999666213989258}","{'label': 'Negative', 'score': 2.4008648324524984e-05}","{'label': 'Positive', 'score': 9.406290701008402e-06}"
"{'label': 'Neutral', 'score': 0.999984622001648}","{'label': 'Negative', 'score': 1.3988501450512558e-05}","{'label': 'Positive', 'score': 1.3966459846415091e-06}"
"{'label': 'Positive', 'score': 0.9994615912437439}","{'label': 'Neutral', 'score': 0.0005291365087032318}","{'label': 'Negative', 'score': 9.292531103710644e-06}"
"{'label': 'Negative', 'score': 0.9999905824661255}","{'label': 'Neutral', 'score': 6.855352239654167e-06}","{'label': 'Positive', 'score': 2.5396004730282584e-06}"
"{'label': 'Neutral', 'score': 0.5228398442268372}","{'label': 'Positive', 'score': 0.4771215319633484}","{'label': 'Negative', 'score': 3.866331826429814e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 4.219087301748914e-08}","{'label': 'Negative', 'score': 4.422423316441382e-09}"
"{'label': 'Positive', 'score': 0.9999500513076782}","{'label': 'Neutral', 'score': 4.9838425184134394e-05}","{'label': 'Negative', 'score': 1.494181844918785e-07}"
"{'label': 'Neutral', 'score': 0.9999706745147705}","{'label': 'Negative', 'score': 2.7587633667280897e-05}","{'label': 'Positive', 'score': 1.7430749039704097e-06}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 8.380787619444163e-08}","{'label': 'Negative', 'score': 1.4560180616740581e-08}"
"{'label': 'Positive', 'score': 0.9826380610466003}","{'label': 'Neutral', 'score': 0.01486221607774496}","{'label': 'Negative', 'score': 0.002499703783541918}"
"{'label': 'Negative', 'score': 0.9999853372573853}","{'label': 'Neutral', 'score': 1.3712784493691288e-05}","{'label': 'Positive', 'score': 9.54752408688364e-07}"
"{'label': 'Positive', 'score': 0.9999996423721313}","{'label': 'Neutral', 'score': 3.8084814946159895e-07}","{'label': 'Negative', 'score': 7.182325845178639e-09}"
"{'label': 'Negative', 'score': 0.9999724626541138}","{'label': 'Neutral', 'score': 2.3707114451099187e-05}","{'label': 'Positive', 'score': 3.8016160033294e-06}"
