0,1,2
"{'label': 'neutral', 'score': 0.49678876996040344}","{'label': 'negative', 'score': 0.4158128499984741}","{'label': 'positive', 'score': 0.08739837259054184}"
"{'label': 'neutral', 'score': 0.8907365202903748}","{'label': 'positive', 'score': 0.07336372882127762}","{'label': 'negative', 'score': 0.035899773240089417}"
"{'label': 'neutral', 'score': 0.8907365202903748}","{'label': 'positive', 'score': 0.07336372882127762}","{'label': 'negative', 'score': 0.035899773240089417}"
"{'label': 'neutral', 'score': 0.930803656578064}","{'label': 'negative', 'score': 0.04013298824429512}","{'label': 'positive', 'score': 0.029063334688544273}"
"{'label': 'neutral', 'score': 0.9074110984802246}","{'label': 'negative', 'score': 0.0671895295381546}","{'label': 'positive', 'score': 0.025399357080459595}"
"{'label': 'positive', 'score': 0.8837223649024963}","{'label': 'negative', 'score': 0.09475263953208923}","{'label': 'neutral', 'score': 0.021524978801608086}"
"{'label': 'neutral', 'score': 0.8753281831741333}","{'label': 'positive', 'score': 0.11321520060300827}","{'label': 'negative', 'score': 0.011456556618213654}"
"{'label': 'neutral', 'score': 0.8939144611358643}","{'label': 'positive', 'score': 0.08117414265871048}","{'label': 'negative', 'score': 0.024911323562264442}"
"{'label': 'positive', 'score': 0.8394076824188232}","{'label': 'neutral', 'score': 0.15338951349258423}","{'label': 'negative', 'score': 0.007202746346592903}"
"{'label': 'negative', 'score': 0.8148141503334045}","{'label': 'neutral', 'score': 0.1222725659608841}","{'label': 'positive', 'score': 0.0629132091999054}"
"{'label': 'neutral', 'score': 0.9381355047225952}","{'label': 'negative', 'score': 0.03960684686899185}","{'label': 'positive', 'score': 0.022257672622799873}"
"{'label': 'positive', 'score': 0.9156603217124939}","{'label': 'neutral', 'score': 0.062166210263967514}","{'label': 'negative', 'score': 0.02217349037528038}"
"{'label': 'neutral', 'score': 0.7715417742729187}","{'label': 'negative', 'score': 0.17285585403442383}","{'label': 'positive', 'score': 0.055602315813302994}"
"{'label': 'negative', 'score': 0.9722048044204712}","{'label': 'neutral', 'score': 0.020481504499912262}","{'label': 'positive', 'score': 0.007313773036003113}"
"{'label': 'positive', 'score': 0.8979284167289734}","{'label': 'neutral', 'score': 0.07782214134931564}","{'label': 'negative', 'score': 0.02424946427345276}"
"{'label': 'negative', 'score': 0.9743982553482056}","{'label': 'positive', 'score': 0.014429464004933834}","{'label': 'neutral', 'score': 0.011172318831086159}"
"{'label': 'neutral', 'score': 0.5028135776519775}","{'label': 'positive', 'score': 0.4889211654663086}","{'label': 'negative', 'score': 0.008265268988907337}"
"{'label': 'neutral', 'score': 0.9460346102714539}","{'label': 'negative', 'score': 0.027710366994142532}","{'label': 'positive', 'score': 0.026255035772919655}"
"{'label': 'neutral', 'score': 0.8753281831741333}","{'label': 'positive', 'score': 0.11321520060300827}","{'label': 'negative', 'score': 0.011456556618213654}"
"{'label': 'negative', 'score': 0.9732102155685425}","{'label': 'neutral', 'score': 0.018907694146037102}","{'label': 'positive', 'score': 0.007882089354097843}"
"{'label': 'neutral', 'score': 0.8876612186431885}","{'label': 'positive', 'score': 0.09162207692861557}","{'label': 'negative', 'score': 0.0207167100161314}"
"{'label': 'negative', 'score': 0.9082828760147095}","{'label': 'neutral', 'score': 0.07045383006334305}","{'label': 'positive', 'score': 0.021263303235173225}"
"{'label': 'positive', 'score': 0.952541708946228}","{'label': 'neutral', 'score': 0.03091396391391754}","{'label': 'negative', 'score': 0.01654442958533764}"
"{'label': 'positive', 'score': 0.9472565054893494}","{'label': 'neutral', 'score': 0.038106806576251984}","{'label': 'negative', 'score': 0.014636751264333725}"
"{'label': 'positive', 'score': 0.9551399946212769}","{'label': 'neutral', 'score': 0.023729737848043442}","{'label': 'negative', 'score': 0.021130254492163658}"
"{'label': 'neutral', 'score': 0.9371487498283386}","{'label': 'positive', 'score': 0.04689190536737442}","{'label': 'negative', 'score': 0.01595931127667427}"
"{'label': 'negative', 'score': 0.9683388471603394}","{'label': 'neutral', 'score': 0.021425804123282433}","{'label': 'positive', 'score': 0.010235409252345562}"
"{'label': 'negative', 'score': 0.9648870229721069}","{'label': 'neutral', 'score': 0.0267814751714468}","{'label': 'positive', 'score': 0.008331452496349812}"
"{'label': 'neutral', 'score': 0.8198474645614624}","{'label': 'negative', 'score': 0.09413475543260574}","{'label': 'positive', 'score': 0.08601778000593185}"
"{'label': 'positive', 'score': 0.956809937953949}","{'label': 'neutral', 'score': 0.02570079080760479}","{'label': 'negative', 'score': 0.01748921349644661}"
"{'label': 'negative', 'score': 0.9675456285476685}","{'label': 'neutral', 'score': 0.02012133225798607}","{'label': 'positive', 'score': 0.012333046644926071}"
"{'label': 'negative', 'score': 0.9685904383659363}","{'label': 'neutral', 'score': 0.018571944907307625}","{'label': 'positive', 'score': 0.012837613001465797}"
"{'label': 'neutral', 'score': 0.9136040210723877}","{'label': 'positive', 'score': 0.07284697890281677}","{'label': 'negative', 'score': 0.013548976741731167}"
"{'label': 'negative', 'score': 0.974977970123291}","{'label': 'neutral', 'score': 0.014074315316975117}","{'label': 'positive', 'score': 0.010947761125862598}"
"{'label': 'neutral', 'score': 0.8907365202903748}","{'label': 'positive', 'score': 0.07336372882127762}","{'label': 'negative', 'score': 0.035899773240089417}"
"{'label': 'neutral', 'score': 0.8437225222587585}","{'label': 'negative', 'score': 0.12156635522842407}","{'label': 'positive', 'score': 0.03471117094159126}"
"{'label': 'positive', 'score': 0.5062697529792786}","{'label': 'neutral', 'score': 0.477994829416275}","{'label': 'negative', 'score': 0.01573539339005947}"
"{'label': 'neutral', 'score': 0.8358225226402283}","{'label': 'positive', 'score': 0.15501509606838226}","{'label': 'negative', 'score': 0.009162431582808495}"
"{'label': 'neutral', 'score': 0.9157454967498779}","{'label': 'positive', 'score': 0.04742562770843506}","{'label': 'negative', 'score': 0.036828916519880295}"
"{'label': 'positive', 'score': 0.8035221099853516}","{'label': 'neutral', 'score': 0.18733350932598114}","{'label': 'negative', 'score': 0.009144305251538754}"
"{'label': 'neutral', 'score': 0.8821247220039368}","{'label': 'negative', 'score': 0.05905124917626381}","{'label': 'positive', 'score': 0.058824069797992706}"
"{'label': 'positive', 'score': 0.6640380620956421}","{'label': 'negative', 'score': 0.2192821204662323}","{'label': 'neutral', 'score': 0.11667980253696442}"
"{'label': 'positive', 'score': 0.8209171295166016}","{'label': 'negative', 'score': 0.15629799664020538}","{'label': 'neutral', 'score': 0.02278491109609604}"
"{'label': 'negative', 'score': 0.7615079879760742}","{'label': 'neutral', 'score': 0.1693490445613861}","{'label': 'positive', 'score': 0.06914294511079788}"
"{'label': 'neutral', 'score': 0.869483470916748}","{'label': 'positive', 'score': 0.12119149416685104}","{'label': 'negative', 'score': 0.00932501070201397}"
"{'label': 'neutral', 'score': 0.9231331944465637}","{'label': 'positive', 'score': 0.044985923916101456}","{'label': 'negative', 'score': 0.03188091516494751}"
"{'label': 'neutral', 'score': 0.8821247220039368}","{'label': 'negative', 'score': 0.05905124917626381}","{'label': 'positive', 'score': 0.058824069797992706}"
"{'label': 'negative', 'score': 0.9535604119300842}","{'label': 'neutral', 'score': 0.03345873951911926}","{'label': 'positive', 'score': 0.012980892322957516}"
"{'label': 'positive', 'score': 0.6479557156562805}","{'label': 'neutral', 'score': 0.33292192220687866}","{'label': 'negative', 'score': 0.019122393801808357}"
"{'label': 'negative', 'score': 0.8140457272529602}","{'label': 'neutral', 'score': 0.1608847677707672}","{'label': 'positive', 'score': 0.025069447234272957}"
"{'label': 'neutral', 'score': 0.8982981443405151}","{'label': 'positive', 'score': 0.0899338349699974}","{'label': 'negative', 'score': 0.011768029071390629}"
"{'label': 'neutral', 'score': 0.8955909609794617}","{'label': 'positive', 'score': 0.0937567949295044}","{'label': 'negative', 'score': 0.010652233846485615}"
"{'label': 'neutral', 'score': 0.7882986068725586}","{'label': 'positive', 'score': 0.20049738883972168}","{'label': 'negative', 'score': 0.011204013600945473}"
"{'label': 'neutral', 'score': 0.8858552575111389}","{'label': 'positive', 'score': 0.0851420983672142}","{'label': 'negative', 'score': 0.029002657160162926}"
"{'label': 'neutral', 'score': 0.7683620452880859}","{'label': 'positive', 'score': 0.22082515060901642}","{'label': 'negative', 'score': 0.010812796652317047}"
"{'label': 'neutral', 'score': 0.8753281831741333}","{'label': 'positive', 'score': 0.11321520060300827}","{'label': 'negative', 'score': 0.011456556618213654}"
"{'label': 'neutral', 'score': 0.9295994639396667}","{'label': 'positive', 'score': 0.05040974169969559}","{'label': 'negative', 'score': 0.01999075897037983}"
"{'label': 'negative', 'score': 0.9685247540473938}","{'label': 'neutral', 'score': 0.02081763744354248}","{'label': 'positive', 'score': 0.010657674632966518}"
"{'label': 'positive', 'score': 0.8952715992927551}","{'label': 'negative', 'score': 0.06858516484498978}","{'label': 'neutral', 'score': 0.03614329174160957}"
"{'label': 'positive', 'score': 0.8772410750389099}","{'label': 'neutral', 'score': 0.10041634738445282}","{'label': 'negative', 'score': 0.022342568263411522}"
"{'label': 'neutral', 'score': 0.6706131100654602}","{'label': 'positive', 'score': 0.20049190521240234}","{'label': 'negative', 'score': 0.12889501452445984}"
"{'label': 'negative', 'score': 0.9003239274024963}","{'label': 'neutral', 'score': 0.08113832026720047}","{'label': 'positive', 'score': 0.01853771321475506}"
"{'label': 'neutral', 'score': 0.8931623101234436}","{'label': 'positive', 'score': 0.09619279950857162}","{'label': 'negative', 'score': 0.010644898749887943}"
"{'label': 'neutral', 'score': 0.7993161678314209}","{'label': 'positive', 'score': 0.18929311633110046}","{'label': 'negative', 'score': 0.011390731669962406}"
"{'label': 'neutral', 'score': 0.911535918712616}","{'label': 'positive', 'score': 0.07429841160774231}","{'label': 'negative', 'score': 0.014165643602609634}"
"{'label': 'neutral', 'score': 0.6423268914222717}","{'label': 'positive', 'score': 0.3184243440628052}","{'label': 'negative', 'score': 0.039248742163181305}"
"{'label': 'neutral', 'score': 0.8821247220039368}","{'label': 'negative', 'score': 0.05905124917626381}","{'label': 'positive', 'score': 0.058824069797992706}"
"{'label': 'positive', 'score': 0.9105116724967957}","{'label': 'neutral', 'score': 0.08058243244886398}","{'label': 'negative', 'score': 0.008905790746212006}"
"{'label': 'neutral', 'score': 0.9194194078445435}","{'label': 'positive', 'score': 0.05109458789229393}","{'label': 'negative', 'score': 0.02948605827987194}"
"{'label': 'neutral', 'score': 0.8821247220039368}","{'label': 'negative', 'score': 0.05905124917626381}","{'label': 'positive', 'score': 0.058824069797992706}"
"{'label': 'neutral', 'score': 0.8821247220039368}","{'label': 'negative', 'score': 0.05905124917626381}","{'label': 'positive', 'score': 0.058824069797992706}"
"{'label': 'neutral', 'score': 0.9227750897407532}","{'label': 'positive', 'score': 0.0406043715775013}","{'label': 'negative', 'score': 0.036620475351810455}"
"{'label': 'positive', 'score': 0.6470507383346558}","{'label': 'neutral', 'score': 0.3042559325695038}","{'label': 'negative', 'score': 0.048693299293518066}"
"{'label': 'neutral', 'score': 0.9166409969329834}","{'label': 'positive', 'score': 0.06891922652721405}","{'label': 'negative', 'score': 0.01443979050964117}"
"{'label': 'negative', 'score': 0.9637319445610046}","{'label': 'neutral', 'score': 0.025056835263967514}","{'label': 'positive', 'score': 0.011211215518414974}"
"{'label': 'negative', 'score': 0.9468002915382385}","{'label': 'neutral', 'score': 0.04387437179684639}","{'label': 'positive', 'score': 0.0093253618106246}"
"{'label': 'neutral', 'score': 0.9295994639396667}","{'label': 'positive', 'score': 0.05040974169969559}","{'label': 'negative', 'score': 0.01999075897037983}"
"{'label': 'negative', 'score': 0.973166286945343}","{'label': 'neutral', 'score': 0.016577068716287613}","{'label': 'positive', 'score': 0.01025659404695034}"
"{'label': 'positive', 'score': 0.9580153822898865}","{'label': 'neutral', 'score': 0.02494296431541443}","{'label': 'negative', 'score': 0.017041701823472977}"
"{'label': 'neutral', 'score': 0.5496249794960022}","{'label': 'positive', 'score': 0.3955007791519165}","{'label': 'negative', 'score': 0.054874252527952194}"
"{'label': 'negative', 'score': 0.9683712720870972}","{'label': 'neutral', 'score': 0.019512725993990898}","{'label': 'positive', 'score': 0.012115957215428352}"
"{'label': 'positive', 'score': 0.9002333283424377}","{'label': 'negative', 'score': 0.05731291323900223}","{'label': 'neutral', 'score': 0.04245370626449585}"
"{'label': 'negative', 'score': 0.9699623584747314}","{'label': 'neutral', 'score': 0.023170707747340202}","{'label': 'positive', 'score': 0.006866979878395796}"
"{'label': 'positive', 'score': 0.5810220837593079}","{'label': 'negative', 'score': 0.3958962559700012}","{'label': 'neutral', 'score': 0.023081598803400993}"
"{'label': 'neutral', 'score': 0.8846365213394165}","{'label': 'positive', 'score': 0.07348299026489258}","{'label': 'negative', 'score': 0.041880521923303604}"
"{'label': 'neutral', 'score': 0.9374272227287292}","{'label': 'positive', 'score': 0.03940639644861221}","{'label': 'negative', 'score': 0.023166390135884285}"
"{'label': 'neutral', 'score': 0.8829617500305176}","{'label': 'positive', 'score': 0.061271656304597855}","{'label': 'negative', 'score': 0.05576662719249725}"
"{'label': 'positive', 'score': 0.8312445282936096}","{'label': 'neutral', 'score': 0.14461921155452728}","{'label': 'negative', 'score': 0.024136226624250412}"
"{'label': 'negative', 'score': 0.906410276889801}","{'label': 'neutral', 'score': 0.05900990217924118}","{'label': 'positive', 'score': 0.03457986190915108}"
"{'label': 'negative', 'score': 0.9690264463424683}","{'label': 'neutral', 'score': 0.015806812793016434}","{'label': 'positive', 'score': 0.015166748315095901}"
"{'label': 'neutral', 'score': 0.6903465986251831}","{'label': 'negative', 'score': 0.2660432457923889}","{'label': 'positive', 'score': 0.04361015185713768}"
"{'label': 'positive', 'score': 0.8768033981323242}","{'label': 'negative', 'score': 0.09757260233163834}","{'label': 'neutral', 'score': 0.025623925030231476}"
"{'label': 'negative', 'score': 0.9765076637268066}","{'label': 'neutral', 'score': 0.0156009616330266}","{'label': 'positive', 'score': 0.007891369052231312}"
"{'label': 'negative', 'score': 0.9732122421264648}","{'label': 'neutral', 'score': 0.017553891986608505}","{'label': 'positive', 'score': 0.00923385750502348}"
"{'label': 'negative', 'score': 0.924518883228302}","{'label': 'neutral', 'score': 0.04960409551858902}","{'label': 'positive', 'score': 0.025877101346850395}"
"{'label': 'neutral', 'score': 0.8753281831741333}","{'label': 'positive', 'score': 0.11321520060300827}","{'label': 'negative', 'score': 0.011456556618213654}"
"{'label': 'negative', 'score': 0.9613215327262878}","{'label': 'neutral', 'score': 0.025917207822203636}","{'label': 'positive', 'score': 0.01276117842644453}"
"{'label': 'positive', 'score': 0.8741027116775513}","{'label': 'negative', 'score': 0.10423705726861954}","{'label': 'neutral', 'score': 0.02166033163666725}"
"{'label': 'negative', 'score': 0.616858959197998}","{'label': 'neutral', 'score': 0.34278082847595215}","{'label': 'positive', 'score': 0.0403602197766304}"
"{'label': 'negative', 'score': 0.7958686351776123}","{'label': 'neutral', 'score': 0.15972822904586792}","{'label': 'positive', 'score': 0.04440317302942276}"
"{'label': 'negative', 'score': 0.9441548585891724}","{'label': 'neutral', 'score': 0.04183574393391609}","{'label': 'positive', 'score': 0.014009424485266209}"
"{'label': 'neutral', 'score': 0.9295994639396667}","{'label': 'positive', 'score': 0.05040974169969559}","{'label': 'negative', 'score': 0.01999075897037983}"
"{'label': 'neutral', 'score': 0.9295994639396667}","{'label': 'positive', 'score': 0.05040974169969559}","{'label': 'negative', 'score': 0.01999075897037983}"
"{'label': 'neutral', 'score': 0.5022434592247009}","{'label': 'negative', 'score': 0.45051583647727966}","{'label': 'positive', 'score': 0.04724065959453583}"
"{'label': 'negative', 'score': 0.557146430015564}","{'label': 'neutral', 'score': 0.32644590735435486}","{'label': 'positive', 'score': 0.11640768498182297}"
"{'label': 'positive', 'score': 0.7415966987609863}","{'label': 'neutral', 'score': 0.25108611583709717}","{'label': 'negative', 'score': 0.007317251060158014}"
"{'label': 'positive', 'score': 0.5443814992904663}","{'label': 'neutral', 'score': 0.43991175293922424}","{'label': 'negative', 'score': 0.015706749632954597}"
"{'label': 'neutral', 'score': 0.6069706082344055}","{'label': 'positive', 'score': 0.3837268352508545}","{'label': 'negative', 'score': 0.009302604012191296}"
"{'label': 'neutral', 'score': 0.91047602891922}","{'label': 'positive', 'score': 0.06607865542173386}","{'label': 'negative', 'score': 0.02344530262053013}"
"{'label': 'neutral', 'score': 0.9360017776489258}","{'label': 'positive', 'score': 0.05012156814336777}","{'label': 'negative', 'score': 0.013876673765480518}"
"{'label': 'negative', 'score': 0.9505316615104675}","{'label': 'positive', 'score': 0.036261506378650665}","{'label': 'neutral', 'score': 0.013206858187913895}"
"{'label': 'neutral', 'score': 0.8753281831741333}","{'label': 'positive', 'score': 0.11321520060300827}","{'label': 'negative', 'score': 0.011456556618213654}"
"{'label': 'neutral', 'score': 0.763570249080658}","{'label': 'positive', 'score': 0.22706817090511322}","{'label': 'negative', 'score': 0.009361597709357738}"
"{'label': 'neutral', 'score': 0.5119342803955078}","{'label': 'negative', 'score': 0.35897740721702576}","{'label': 'positive', 'score': 0.12908835709095}"
"{'label': 'positive', 'score': 0.7593950033187866}","{'label': 'neutral', 'score': 0.2334713488817215}","{'label': 'negative', 'score': 0.007133668288588524}"
"{'label': 'negative', 'score': 0.9070417881011963}","{'label': 'neutral', 'score': 0.048611581325531006}","{'label': 'positive', 'score': 0.04434669390320778}"
"{'label': 'neutral', 'score': 0.8829617500305176}","{'label': 'positive', 'score': 0.061271656304597855}","{'label': 'negative', 'score': 0.05576662719249725}"
"{'label': 'neutral', 'score': 0.5738857388496399}","{'label': 'negative', 'score': 0.37929385900497437}","{'label': 'positive', 'score': 0.04682047292590141}"
"{'label': 'neutral', 'score': 0.9241333603858948}","{'label': 'positive', 'score': 0.042068976908922195}","{'label': 'negative', 'score': 0.03379761427640915}"
"{'label': 'neutral', 'score': 0.8821247220039368}","{'label': 'negative', 'score': 0.05905124917626381}","{'label': 'positive', 'score': 0.058824069797992706}"
"{'label': 'neutral', 'score': 0.6968027353286743}","{'label': 'positive', 'score': 0.2699548602104187}","{'label': 'negative', 'score': 0.033242397010326385}"
"{'label': 'positive', 'score': 0.5520994663238525}","{'label': 'neutral', 'score': 0.4295165538787842}","{'label': 'negative', 'score': 0.018384013324975967}"
"{'label': 'positive', 'score': 0.8600045442581177}","{'label': 'neutral', 'score': 0.1293995976448059}","{'label': 'negative', 'score': 0.01059595588594675}"
"{'label': 'negative', 'score': 0.6530570387840271}","{'label': 'positive', 'score': 0.19050443172454834}","{'label': 'neutral', 'score': 0.15643848478794098}"
"{'label': 'neutral', 'score': 0.9374353289604187}","{'label': 'positive', 'score': 0.04138797149062157}","{'label': 'negative', 'score': 0.021176684647798538}"
"{'label': 'neutral', 'score': 0.9321972131729126}","{'label': 'positive', 'score': 0.05195875093340874}","{'label': 'negative', 'score': 0.015843980014324188}"
"{'label': 'negative', 'score': 0.5263684988021851}","{'label': 'neutral', 'score': 0.39540761709213257}","{'label': 'positive', 'score': 0.07822386920452118}"
"{'label': 'neutral', 'score': 0.9363024234771729}","{'label': 'positive', 'score': 0.05105295777320862}","{'label': 'negative', 'score': 0.012644633650779724}"
"{'label': 'neutral', 'score': 0.7109528183937073}","{'label': 'positive', 'score': 0.28122472763061523}","{'label': 'negative', 'score': 0.007822483777999878}"
"{'label': 'neutral', 'score': 0.950616717338562}","{'label': 'negative', 'score': 0.025223391130566597}","{'label': 'positive', 'score': 0.024159865453839302}"
"{'label': 'neutral', 'score': 0.6903465986251831}","{'label': 'negative', 'score': 0.2660432457923889}","{'label': 'positive', 'score': 0.04361015185713768}"
"{'label': 'neutral', 'score': 0.9001711010932922}","{'label': 'positive', 'score': 0.08914705365896225}","{'label': 'negative', 'score': 0.010681845247745514}"
"{'label': 'negative', 'score': 0.8426035642623901}","{'label': 'positive', 'score': 0.0907038152217865}","{'label': 'neutral', 'score': 0.06669262051582336}"
"{'label': 'neutral', 'score': 0.8753281831741333}","{'label': 'positive', 'score': 0.11321520060300827}","{'label': 'negative', 'score': 0.011456556618213654}"
"{'label': 'neutral', 'score': 0.8821247220039368}","{'label': 'negative', 'score': 0.05905124917626381}","{'label': 'positive', 'score': 0.058824069797992706}"
"{'label': 'negative', 'score': 0.48875588178634644}","{'label': 'positive', 'score': 0.42275920510292053}","{'label': 'neutral', 'score': 0.08848493546247482}"
"{'label': 'neutral', 'score': 0.9307687282562256}","{'label': 'positive', 'score': 0.03696750849485397}","{'label': 'negative', 'score': 0.032263804227113724}"
"{'label': 'positive', 'score': 0.8456172943115234}","{'label': 'neutral', 'score': 0.14493180811405182}","{'label': 'negative', 'score': 0.009450889192521572}"
"{'label': 'neutral', 'score': 0.9267119765281677}","{'label': 'positive', 'score': 0.038718417286872864}","{'label': 'negative', 'score': 0.034569598734378815}"
"{'label': 'positive', 'score': 0.9496788382530212}","{'label': 'negative', 'score': 0.027865061536431313}","{'label': 'neutral', 'score': 0.02245606854557991}"
"{'label': 'positive', 'score': 0.9475557804107666}","{'label': 'neutral', 'score': 0.03863583505153656}","{'label': 'negative', 'score': 0.01380836870521307}"
"{'label': 'positive', 'score': 0.956275463104248}","{'label': 'neutral', 'score': 0.02265499345958233}","{'label': 'negative', 'score': 0.021069584414362907}"
"{'label': 'negative', 'score': 0.9753000140190125}","{'label': 'neutral', 'score': 0.017818622291088104}","{'label': 'positive', 'score': 0.0068813953548669815}"
"{'label': 'positive', 'score': 0.949603796005249}","{'label': 'neutral', 'score': 0.03105303645133972}","{'label': 'negative', 'score': 0.019343215972185135}"
"{'label': 'neutral', 'score': 0.9295994639396667}","{'label': 'positive', 'score': 0.05040974169969559}","{'label': 'negative', 'score': 0.01999075897037983}"
"{'label': 'negative', 'score': 0.9725520610809326}","{'label': 'neutral', 'score': 0.0166338961571455}","{'label': 'positive', 'score': 0.010814066044986248}"
"{'label': 'positive', 'score': 0.9426263570785522}","{'label': 'neutral', 'score': 0.03725193068385124}","{'label': 'negative', 'score': 0.020121676847338676}"
"{'label': 'positive', 'score': 0.9526615738868713}","{'label': 'neutral', 'score': 0.02663087472319603}","{'label': 'negative', 'score': 0.020707475021481514}"
"{'label': 'positive', 'score': 0.9504213333129883}","{'label': 'neutral', 'score': 0.02648736722767353}","{'label': 'negative', 'score': 0.023091217502951622}"
"{'label': 'positive', 'score': 0.9539908766746521}","{'label': 'neutral', 'score': 0.0251548383384943}","{'label': 'negative', 'score': 0.020854251459240913}"
"{'label': 'negative', 'score': 0.5935631394386292}","{'label': 'neutral', 'score': 0.3265935182571411}","{'label': 'positive', 'score': 0.07984338700771332}"
"{'label': 'positive', 'score': 0.9038219451904297}","{'label': 'neutral', 'score': 0.08806876838207245}","{'label': 'negative', 'score': 0.008109381422400475}"
"{'label': 'negative', 'score': 0.8402084112167358}","{'label': 'neutral', 'score': 0.1474568396806717}","{'label': 'positive', 'score': 0.012334803119301796}"
