0,1,2
"{'label': 'Neutral', 'score': 0.9999366998672485}","{'label': 'Negative', 'score': 4.966306369169615e-05}","{'label': 'Positive', 'score': 1.3546008631237783e-05}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 3.085808373270993e-07}","{'label': 'Negative', 'score': 6.274128594441208e-08}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 1.0923520221695071e-07}","{'label': 'Negative', 'score': 4.262951325273434e-09}"
"{'label': 'Negative', 'score': 0.9977096319198608}","{'label': 'Neutral', 'score': 0.0022488748654723167}","{'label': 'Positive', 'score': 4.15140857512597e-05}"
"{'label': 'Positive', 'score': 0.524264395236969}","{'label': 'Negative', 'score': 0.4739774465560913}","{'label': 'Neutral', 'score': 0.0017581015126779675}"
"{'label': 'Negative', 'score': 0.9633243083953857}","{'label': 'Neutral', 'score': 0.03662603348493576}","{'label': 'Positive', 'score': 4.96820684929844e-05}"
"{'label': 'Neutral', 'score': 0.9995872378349304}","{'label': 'Positive', 'score': 0.0002560263383202255}","{'label': 'Negative', 'score': 0.00015674714813940227}"
"{'label': 'Positive', 'score': 0.9963337182998657}","{'label': 'Neutral', 'score': 0.0036636032164096832}","{'label': 'Negative', 'score': 2.578637804617756e-06}"
"{'label': 'Neutral', 'score': 0.9999992847442627}","{'label': 'Negative', 'score': 5.115655881127168e-07}","{'label': 'Positive', 'score': 1.9626860137123003e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.138092369818878e-08}","{'label': 'Negative', 'score': 1.1865644466979575e-08}"
"{'label': 'Positive', 'score': 0.9999822378158569}","{'label': 'Neutral', 'score': 1.7452701285947114e-05}","{'label': 'Negative', 'score': 3.3969277524192876e-07}"
"{'label': 'Neutral', 'score': 0.9999954700469971}","{'label': 'Negative', 'score': 3.864512109430507e-06}","{'label': 'Positive', 'score': 6.594271440008015e-07}"
"{'label': 'Neutral', 'score': 0.9999815225601196}","{'label': 'Negative', 'score': 1.700648499536328e-05}","{'label': 'Positive', 'score': 1.4050702930035186e-06}"
"{'label': 'Neutral', 'score': 0.9999948740005493}","{'label': 'Negative', 'score': 4.251608515914995e-06}","{'label': 'Positive', 'score': 7.811181035322079e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 6.694755416702947e-09}","{'label': 'Neutral', 'score': 1.2283133399293433e-09}"
"{'label': 'Neutral', 'score': 0.9999933242797852}","{'label': 'Negative', 'score': 4.649448783311527e-06}","{'label': 'Positive', 'score': 2.0460220184759237e-06}"
"{'label': 'Positive', 'score': 0.999909520149231}","{'label': 'Neutral', 'score': 9.024654718814418e-05}","{'label': 'Negative', 'score': 2.1613651313145965e-07}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 3.085808373270993e-07}","{'label': 'Negative', 'score': 6.274128594441208e-08}"
"{'label': 'Positive', 'score': 0.999854564666748}","{'label': 'Negative', 'score': 7.85925003583543e-05}","{'label': 'Neutral', 'score': 6.686853157589212e-05}"
"{'label': 'Negative', 'score': 0.9999673366546631}","{'label': 'Neutral', 'score': 2.4401333575951867e-05}","{'label': 'Positive', 'score': 8.226733370975126e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.96980085576115e-08}","{'label': 'Negative', 'score': 6.7336358711145294e-09}"
"{'label': 'Negative', 'score': 0.9956926703453064}","{'label': 'Positive', 'score': 0.002381649101153016}","{'label': 'Neutral', 'score': 0.0019256634404882789}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.8905119691936534e-09}","{'label': 'Neutral', 'score': 5.579481876516468e-10}"
"{'label': 'Neutral', 'score': 0.9999866485595703}","{'label': 'Negative', 'score': 1.2541103387775365e-05}","{'label': 'Positive', 'score': 7.840866373953759e-07}"
"{'label': 'Negative', 'score': 0.9998342990875244}","{'label': 'Neutral', 'score': 0.00016554836474824697}","{'label': 'Positive', 'score': 9.039457893322833e-08}"
"{'label': 'Neutral', 'score': 0.99854975938797}","{'label': 'Positive', 'score': 0.0008175111142918468}","{'label': 'Negative', 'score': 0.0006326427101157606}"
"{'label': 'Negative', 'score': 0.9999994039535522}","{'label': 'Neutral', 'score': 5.218688556851703e-07}","{'label': 'Positive', 'score': 7.176151939347619e-08}"
"{'label': 'Positive', 'score': 0.9994370341300964}","{'label': 'Neutral', 'score': 0.00039392683538608253}","{'label': 'Negative', 'score': 0.0001690750796115026}"
"{'label': 'Negative', 'score': 0.9999992847442627}","{'label': 'Positive', 'score': 4.629051488791447e-07}","{'label': 'Neutral', 'score': 2.193112322856905e-07}"
"{'label': 'Negative', 'score': 0.9999862909317017}","{'label': 'Neutral', 'score': 1.3236946870165411e-05}","{'label': 'Positive', 'score': 4.530393766799534e-07}"
"{'label': 'Neutral', 'score': 0.9998548030853271}","{'label': 'Negative', 'score': 0.00012658371997531503}","{'label': 'Positive', 'score': 1.8536029529059306e-05}"
"{'label': 'Negative', 'score': 0.9999862909317017}","{'label': 'Neutral', 'score': 1.3236946870165411e-05}","{'label': 'Positive', 'score': 4.530393766799534e-07}"
"{'label': 'Neutral', 'score': 0.8917828798294067}","{'label': 'Positive', 'score': 0.10820338129997253}","{'label': 'Negative', 'score': 1.373164286633255e-05}"
"{'label': 'Negative', 'score': 0.9246070981025696}","{'label': 'Neutral', 'score': 0.0752992033958435}","{'label': 'Positive', 'score': 9.366020822199062e-05}"
"{'label': 'Negative', 'score': 0.9999960660934448}","{'label': 'Positive', 'score': 3.2757002372818533e-06}","{'label': 'Neutral', 'score': 6.957296250220679e-07}"
"{'label': 'Neutral', 'score': 0.9999978542327881}","{'label': 'Negative', 'score': 1.9764918306464097e-06}","{'label': 'Positive', 'score': 7.536225155035936e-08}"
"{'label': 'Positive', 'score': 0.9999936819076538}","{'label': 'Neutral', 'score': 6.218236194399651e-06}","{'label': 'Negative', 'score': 1.0123451943400141e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 4.112816043289058e-08}","{'label': 'Negative', 'score': 3.9601917301013145e-09}"
"{'label': 'Neutral', 'score': 0.9999537467956543}","{'label': 'Negative', 'score': 4.4877189793623984e-05}","{'label': 'Positive', 'score': 1.4568133792636218e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.277745325685032e-09}","{'label': 'Neutral', 'score': 1.2300717111557447e-09}"
"{'label': 'Neutral', 'score': 0.9667485952377319}","{'label': 'Negative', 'score': 0.0316811241209507}","{'label': 'Positive', 'score': 0.0015702901873737574}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 4.521878427254933e-09}","{'label': 'Neutral', 'score': 3.6230163313888397e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 7.0592118817103255e-09}","{'label': 'Negative', 'score': 4.0204235496332785e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 7.475223107178408e-09}","{'label': 'Neutral', 'score': 1.9920691762820297e-09}"
"{'label': 'Neutral', 'score': 0.9581686854362488}","{'label': 'Positive', 'score': 0.04131849482655525}","{'label': 'Negative', 'score': 0.0005127176409587264}"
"{'label': 'Positive', 'score': 0.9999969005584717}","{'label': 'Neutral', 'score': 2.9253142201923765e-06}","{'label': 'Negative', 'score': 7.648927891068524e-08}"
"{'label': 'Positive', 'score': 0.9999370574951172}","{'label': 'Neutral', 'score': 6.283685797825456e-05}","{'label': 'Negative', 'score': 6.96580428893867e-08}"
"{'label': 'Positive', 'score': 0.9999936819076538}","{'label': 'Neutral', 'score': 6.298233529378194e-06}","{'label': 'Negative', 'score': 2.2517841813396444e-08}"
"{'label': 'Neutral', 'score': 0.9999558925628662}","{'label': 'Negative', 'score': 3.334615030325949e-05}","{'label': 'Positive', 'score': 1.0787375686049927e-05}"
"{'label': 'Positive', 'score': 0.5256310701370239}","{'label': 'Neutral', 'score': 0.4741279184818268}","{'label': 'Negative', 'score': 0.0002409928129054606}"
"{'label': 'Neutral', 'score': 0.9999942779541016}","{'label': 'Negative', 'score': 5.631533440464409e-06}","{'label': 'Positive', 'score': 1.1996958448889927e-07}"
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Negative', 'score': 1.183335172072475e-07}","{'label': 'Neutral', 'score': 1.147179418126143e-07}"
"{'label': 'Positive', 'score': 0.5236068367958069}","{'label': 'Neutral', 'score': 0.47609037160873413}","{'label': 'Negative', 'score': 0.00030275509925559163}"
"{'label': 'Positive', 'score': 0.9999994039535522}","{'label': 'Negative', 'score': 5.03058515732846e-07}","{'label': 'Neutral', 'score': 1.167146308489464e-07}"
"{'label': 'Negative', 'score': 0.999969482421875}","{'label': 'Neutral', 'score': 3.0249851988628507e-05}","{'label': 'Positive', 'score': 2.923849251601496e-07}"
"{'label': 'Neutral', 'score': 0.7324314117431641}","{'label': 'Positive', 'score': 0.26756390929222107}","{'label': 'Negative', 'score': 4.660954346036306e-06}"
"{'label': 'Negative', 'score': 0.6677405834197998}","{'label': 'Neutral', 'score': 0.3313782811164856}","{'label': 'Positive', 'score': 0.0008811447769403458}"
"{'label': 'Neutral', 'score': 0.9621138572692871}","{'label': 'Negative', 'score': 0.03788459673523903}","{'label': 'Positive', 'score': 1.6349085854017176e-06}"
"{'label': 'Neutral', 'score': 0.9797922372817993}","{'label': 'Negative', 'score': 0.01985747367143631}","{'label': 'Positive', 'score': 0.0003503173356875777}"
"{'label': 'Neutral', 'score': 0.999860405921936}","{'label': 'Positive', 'score': 0.00013629415479954332}","{'label': 'Negative', 'score': 3.296577688161051e-06}"
"{'label': 'Negative', 'score': 0.9999858140945435}","{'label': 'Neutral', 'score': 1.2522378710855264e-05}","{'label': 'Positive', 'score': 1.6834758298500674e-06}"
"{'label': 'Positive', 'score': 0.9999873638153076}","{'label': 'Negative', 'score': 8.738234100746922e-06}","{'label': 'Neutral', 'score': 3.903714514308376e-06}"
"{'label': 'Neutral', 'score': 0.999976634979248}","{'label': 'Negative', 'score': 1.9713006622623652e-05}","{'label': 'Positive', 'score': 3.6474996250035474e-06}"
"{'label': 'Positive', 'score': 0.8217028975486755}","{'label': 'Neutral', 'score': 0.17825071513652802}","{'label': 'Negative', 'score': 4.6364708396140486e-05}"
"{'label': 'Neutral', 'score': 0.9999871253967285}","{'label': 'Negative', 'score': 7.594007001898717e-06}","{'label': 'Positive', 'score': 5.283225618768483e-06}"
"{'label': 'Negative', 'score': 0.8717265725135803}","{'label': 'Neutral', 'score': 0.12824736535549164}","{'label': 'Positive', 'score': 2.6119414542336017e-05}"
"{'label': 'Negative', 'score': 0.8717265725135803}","{'label': 'Neutral', 'score': 0.12824736535549164}","{'label': 'Positive', 'score': 2.6119414542336017e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.4187746533167456e-09}","{'label': 'Neutral', 'score': 8.259601891325019e-10}"
"{'label': 'Negative', 'score': 0.9999402761459351}","{'label': 'Neutral', 'score': 5.114227315061726e-05}","{'label': 'Positive', 'score': 8.55210510053439e-06}"
"{'label': 'Positive', 'score': 0.9999985694885254}","{'label': 'Negative', 'score': 9.081509801944776e-07}","{'label': 'Neutral', 'score': 4.672322688747954e-07}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 4.382256406643137e-07}","{'label': 'Negative', 'score': 3.774287105073881e-09}"
"{'label': 'Neutral', 'score': 0.7106754183769226}","{'label': 'Negative', 'score': 0.2892902195453644}","{'label': 'Positive', 'score': 3.4354085073573515e-05}"
"{'label': 'Positive', 'score': 0.9986190795898438}","{'label': 'Neutral', 'score': 0.001366081298328936}","{'label': 'Negative', 'score': 1.4838502465863712e-05}"
"{'label': 'Negative', 'score': 0.7924646139144897}","{'label': 'Neutral', 'score': 0.20748499035835266}","{'label': 'Positive', 'score': 5.042281190981157e-05}"
"{'label': 'Negative', 'score': 0.9962812066078186}","{'label': 'Neutral', 'score': 0.0030776027124375105}","{'label': 'Positive', 'score': 0.0006412335787899792}"
"{'label': 'Negative', 'score': 0.9824473261833191}","{'label': 'Positive', 'score': 0.017545845359563828}","{'label': 'Neutral', 'score': 6.7569021666713525e-06}"
"{'label': 'Neutral', 'score': 0.9998685121536255}","{'label': 'Positive', 'score': 0.00011431886377977207}","{'label': 'Negative', 'score': 1.7185560864163563e-05}"
"{'label': 'Neutral', 'score': 0.9654325842857361}","{'label': 'Negative', 'score': 0.019997626543045044}","{'label': 'Positive', 'score': 0.014569700695574284}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.5158397587432546e-09}","{'label': 'Neutral', 'score': 3.7917627371264473e-10}"
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Neutral', 'score': 1.3436839196856454e-07}","{'label': 'Negative', 'score': 7.299597371002164e-08}"
"{'label': 'Positive', 'score': 0.9500966668128967}","{'label': 'Neutral', 'score': 0.040464628487825394}","{'label': 'Negative', 'score': 0.009438624605536461}"
"{'label': 'Positive', 'score': 0.7393448352813721}","{'label': 'Neutral', 'score': 0.2549952268600464}","{'label': 'Negative', 'score': 0.00565999373793602}"
"{'label': 'Neutral', 'score': 0.9999960660934448}","{'label': 'Negative', 'score': 3.8001105622242903e-06}","{'label': 'Positive', 'score': 1.7823020925789024e-07}"
"{'label': 'Positive', 'score': 0.9997367262840271}","{'label': 'Neutral', 'score': 0.0002629876253195107}","{'label': 'Negative', 'score': 2.891800647830678e-07}"
"{'label': 'Positive', 'score': 0.53839111328125}","{'label': 'Neutral', 'score': 0.4529430866241455}","{'label': 'Negative', 'score': 0.008665780536830425}"
"{'label': 'Neutral', 'score': 0.9999957084655762}","{'label': 'Negative', 'score': 4.017859282612335e-06}","{'label': 'Positive', 'score': 2.8282693165238015e-07}"
"{'label': 'Neutral', 'score': 0.9999985694885254}","{'label': 'Positive', 'score': 1.1798568948506727e-06}","{'label': 'Negative', 'score': 2.614252707644482e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.2639934371682102e-09}","{'label': 'Neutral', 'score': 1.8102673804420988e-09}"
"{'label': 'Neutral', 'score': 0.9999738931655884}","{'label': 'Positive', 'score': 2.5738605472724885e-05}","{'label': 'Negative', 'score': 3.129382548650028e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.6640433031511748e-08}","{'label': 'Negative', 'score': 2.198904613948116e-09}"
"{'label': 'Positive', 'score': 0.9998952150344849}","{'label': 'Neutral', 'score': 0.00010210788605036214}","{'label': 'Negative', 'score': 2.6288837489119032e-06}"
"{'label': 'Neutral', 'score': 0.9999924898147583}","{'label': 'Positive', 'score': 4.091421942575835e-06}","{'label': 'Negative', 'score': 3.4923637031170074e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.0501136788197982e-08}","{'label': 'Negative', 'score': 1.959322926126106e-09}"
"{'label': 'Neutral', 'score': 0.9656912088394165}","{'label': 'Negative', 'score': 0.034262415021657944}","{'label': 'Positive', 'score': 4.644753425964154e-05}"
"{'label': 'Neutral', 'score': 0.9999977350234985}","{'label': 'Positive', 'score': 1.6073713595687877e-06}","{'label': 'Negative', 'score': 6.970250296944869e-07}"
"{'label': 'Negative', 'score': 0.9999877214431763}","{'label': 'Neutral', 'score': 1.2000919923593756e-05}","{'label': 'Positive', 'score': 3.278440203757782e-07}"
"{'label': 'Neutral', 'score': 0.9824459552764893}","{'label': 'Negative', 'score': 0.017291007563471794}","{'label': 'Positive', 'score': 0.00026308142696507275}"
"{'label': 'Neutral', 'score': 0.9979707598686218}","{'label': 'Negative', 'score': 0.002029003342613578}","{'label': 'Positive', 'score': 2.45268353182837e-07}"
"{'label': 'Positive', 'score': 0.9999885559082031}","{'label': 'Negative', 'score': 9.908083484333474e-06}","{'label': 'Neutral', 'score': 1.5185991060207016e-06}"
"{'label': 'Positive', 'score': 0.58502596616745}","{'label': 'Neutral', 'score': 0.4149394631385803}","{'label': 'Negative', 'score': 3.457665297901258e-05}"
